지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm)
211,인제,2021-07,25.7,32.2,21.2,118.9
211,인제,2021-08,23.3,28.1,19.9,154.1
211,인제,2021-09,19.7,25.5,15.7,84
211,인제,2021-10,12.7,19.2,8.2,66.4
211,인제,2021-11,5.8,12.5,.8,54.7
211,인제,2021-12,-1,4.3,-6.2,5.8
211,인제,2022-01,-4.3,2.3,-10.4,2.6
211,인제,2022-02,-2.9,3.6,-8.9,9.5
211,인제,2022-03,5.5,11.9,-.4,70.4
211,인제,2022-04,12.8,20.2,5.6,29.2
211,인제,2022-05,16.5,23.9,8.9,9
211,인제,2022-06,21,26.3,16.8,356.3
211,인제,2022-07,24.9,30.3,21.3,151.2
211,인제,2022-08,23.9,28.2,20.7,460.1
211,인제,2022-09,19,25.9,14.5,227.1
211,인제,2022-10,11.6,18.5,7.1,114.9
211,인제,2022-11,7.4,14.8,1.4,61.8
211,인제,2022-12,-4.8,1.1,-10.2,5.4
211,인제,2023-01,-4.6,2,-10.6,43.4
211,인제,2023-02,-.3,6.6,-6.2,.9
211,인제,2023-03,7.4,16,-.5,18.3
211,인제,2023-04,12,18.5,5.7,83.8
211,인제,2023-05,17,24.3,10.1,104.8
211,인제,2023-06,21.7,28,16.6,229
211,인제,2023-07,25.4,30.7,22,245.1
211,인제,2023-08,25.1,30.4,21.6,219.8
211,인제,2023-09,20.9,26.5,17.4,128.8
211,인제,2023-10,12.3,19.5,7.5,6.7
211,인제,2023-11,5.6,11,.5,84.9
211,인제,2023-12,-1,4.1,-5.7,60.1
211,인제,2024-01,-2.1,3.1,-6.8,6.8
211,인제,2024-02,1.2,6.6,-2.9,48.4
211,인제,2024-03,4.8,11.1,-1.1,38.3
211,인제,2024-04,13.8,21.2,7.2,19.9
211,인제,2024-05,16.3,23.6,9.6,92.4
211,인제,2024-06,22.2,29.2,16.1,159
211,인제,2024-07,25.4,29.2,22.3,321.6
211,인제,2024-08,27,33,23.1,61.1
211,인제,2024-09,22,27.9,18.3,227
211,인제,2024-10,13.8,20,9.5,89.5
211,인제,2024-11,7.5,14.3,2.2,24.7
211,인제,2024-12,-1.9,3.5,-7,5.4
212,홍천,2020-01,-.2,6.1,-4.8,61.1
212,홍천,2020-02,1.2,7.7,-4.1,45
212,홍천,2020-03,6.8,14.5,-.5,17
212,홍천,2020-04,10.1,17.8,2.5,14.2
212,홍천,2020-05,17.2,23.6,11.6,105
212,홍천,2020-06,23.2,29.3,17.9,90.1
212,홍천,2020-07,22.8,27.9,18.9,213.9
212,홍천,2020-08,25.5,29.8,22.6,744.8
212,홍천,2020-09,18.9,24.7,14.6,136.3
212,홍천,2020-10,11.2,19.2,5.3,1.7
212,홍천,2020-11,5.6,12.3,.4,50.6
212,홍천,2020-12,-3.3,3.2,-8.3,6.1
212,홍천,2021-01,-4.8,1.4,-10.6,16
212,홍천,2021-02,1.1,8.2,-5,4.3
212,홍천,2021-03,7.4,14.6,1.2,111.1
212,홍천,2021-04,12.4,19.7,5.5,100.1
212,홍천,2021-05,15.6,22.1,10,175
212,홍천,2021-06,21.4,27.7,16.4,67.2
212,홍천,2021-07,26.3,32.5,21.8,105.6
212,홍천,2021-08,24,29.1,20.4,152.9
212,홍천,2021-09,20.4,26.4,15.9,122.7
212,홍천,2021-10,13.1,19.9,8.4,41.2
212,홍천,2021-11,5.7,12.5,.8,50.7
212,홍천,2021-12,-1.6,4.1,-6.3,3.5
212,홍천,2022-01,-4.5,2.4,-10.4,3.1
212,홍천,2022-02,-2.9,4,-9.2,5.9
212,홍천,2022-03,6.1,12.9,.1,83.8
212,홍천,2022-04,13.2,21,5.7,45.7
212,홍천,2022-05,17.1,24.8,9.7,10.9
212,홍천,2022-06,21.9,27.3,17,301
212,홍천,2022-07,25.5,30.8,21.8,226.8
212,홍천,2022-08,24.3,28.6,21.2,595.4
212,홍천,2022-09,19.5,26.5,14.7,242.9
212,홍천,2022-10,11.9,18.9,7.2,143.1
212,홍천,2022-11,6.8,14.4,1.1,41.5
212,홍천,2022-12,-5.5,.6,-10.5,7.6
212,홍천,2023-01,-4.4,2,-9.9,49.9
212,홍천,2023-02,.2,7.1,-5.2,1
212,홍천,2023-03,8,16.5,.4,8.9
212,홍천,2023-04,12.4,19.2,5.9,59.8
212,홍천,2023-05,17.7,24.9,10.9,135
212,홍천,2023-06,22.3,28.3,17.3,164.9
212,홍천,2023-07,25.5,30.6,22,452
212,홍천,2023-08,25.7,31,22,144.6
212,홍천,2023-09,21.5,27,17.8,154
212,홍천,2023-10,12.3,19.5,7.5,35.3
212,홍천,2023-11,4.9,11,-.1,89.9
212,홍천,2023-12,-1.1,4.3,-5.6,97.1
212,홍천,2024-01,-2.2,3,-6.5,11.6
212,홍천,2024-02,2,7.7,-2.3,71
212,홍천,2024-03,5.3,12.2,-.8,35
212,홍천,2024-04,14.8,22.2,8.2,38.3
212,홍천,2024-05,17.1,24.4,10.5,99.5
212,홍천,2024-06,22.8,29.7,16.7,135.9
212,홍천,2024-07,25.6,30.1,22.4,423.2
212,홍천,2024-08,27.5,33.2,23.5,106.9
212,홍천,2024-09,23.1,28.6,19,171.4
212,홍천,2024-10,14.1,20.3,10,106.2
212,홍천,2024-11,7.2,14.2,2,43.3
212,홍천,2024-12,-1.9,4,-6.8,2.4
216,태백,2020-01,-1.3,3.4,-5.2,79.4
216,태백,2020-02,-.6,4.9,-5.8,36.1
216,태백,2020-03,4.2,10.6,-1.9,24.8
216,태백,2020-04,6.7,13,.7,46.4
216,태백,2020-05,14.8,21.3,9.1,102.4
216,태백,2020-06,20.6,26.8,15.2,85.5
216,태백,2020-07,18.9,23.3,15.4,329.3
216,태백,2020-08,23.3,27.5,20.1,293.5
216,태백,2020-09,15.8,20.1,12.4,494.4
216,태백,2020-10,9.8,16.2,4.6,1.5
216,태백,2020-11,5.6,11,.7,33
216,태백,2020-12,-2.6,2.2,-6.9,3.8
216,태백,2021-01,-4.4,.4,-9.4,5.6
216,태백,2021-02,.6,6.1,-4.8,2
216,태백,2021-03,5.3,11.2,-.1,99.3
216,태백,2021-04,9.3,15.3,3.6,112
216,태백,2021-05,13.5,18.9,8.4,154.5
216,태백,2021-06,17.9,23.1,13.7,88.1
216,태백,2021-07,22.2,28,17.4,147
216,태백,2021-08,20.4,25,17.2,324
216,태백,2021-09,16.6,21.1,13,161.8
216,태백,2021-10,11,16.9,6.2,79.8
216,태백,2021-11,4.3,10.2,-.8,31.6
216,태백,2021-12,-2.2,3,-7,1.7
216,태백,2022-01,-4.8,1.3,-10.5,.1
216,태백,2022-02,-4.9,.9,-10.1,2.8
216,태백,2022-03,3.9,9.9,-2.1,96.4
216,태백,2022-04,10.7,16.9,4.4,34.2
216,태백,2022-05,14.9,21.6,8,10.2
216,태백,2022-06,18.7,24.2,14.2,187.9
216,태백,2022-07,22.4,27.8,18.7,156.6
216,태백,2022-08,21.7,25.8,18,270.2
216,태백,2022-09,16.2,22.6,11.2,190.8
216,태백,2022-10,9.5,15.9,4.4,69.7
216,태백,2022-11,5.9,13.3,-.3,65
216,태백,2022-12,-5.6,-.4,-10.2,5
216,태백,2023-01,-4.4,.9,-9.9,17.2
216,태백,2023-02,-1.7,4.3,-7.1,6.6
216,태백,2023-03,5.9,12.9,-.9,26.3
216,태백,2023-04,9.5,15.8,3,49.1
216,태백,2023-05,14.5,20.8,7.7,130.5
216,태백,2023-06,19.4,25.7,13.8,255
216,태백,2023-07,23,28.3,19,267.2
216,태백,2023-08,22.6,27.7,19,356.9
216,태백,2023-09,18.2,23.4,14.3,228.9
216,태백,2023-10,10.3,17.3,4.3,16.9
216,태백,2023-11,4.5,10.1,-.9,49.5
216,태백,2023-12,-1.9,2.7,-6.9,121.7
216,태백,2024-01,-3.7,1.3,-8.3,16.1
216,태백,2024-02,-1.2,3.1,-5.6,89
216,태백,2024-03,2.3,7.8,-3.1,47.7
216,태백,2024-04,11.8,19,5.5,52.8
216,태백,2024-05,14.8,22.2,7.6,80.9
216,태백,2024-06,20.2,27.5,13.3,113.1
216,태백,2024-07,23.9,28.3,20.5,303.6
216,태백,2024-08,24.4,30.2,19.8,144.1
216,태백,2024-09,20.2,25.8,16,289.7
216,태백,2024-10,11.9,18.2,6.8,149.8
216,태백,2024-11,5.9,11.7,.9,38.3
216,태백,2024-12,-2.1,3.5,-6.3,2.3
217,정선군,2020-01,-.5,5.3,-4.8,91
217,정선군,2020-02,.9,6.9,-4.2,62.1
217,정선군,2020-03,6.1,13.4,-.6,24.1
217,정선군,2020-04,8.8,16.1,2.2,34.5
217,정선군,2020-05,16.5,23.4,10.9,107.5
217,정선군,2020-06,22.3,29.3,16.7,56.4
217,정선군,2020-07,21.8,27.5,17.8,225.7
217,정선군,2020-08,24.5,29.2,21.2,466.6
217,정선군,2020-09,18.1,23.4,14.5,182.7
217,정선군,2020-10,11.2,18.6,6,8
217,정선군,2020-11,5.9,12.4,.7,38
217,정선군,2020-12,-3.1,3.1,-8.4,8.8
217,정선군,2021-01,-4.3,1.8,-9.7,14.5
217,정선군,2021-02,1.1,8,-5.2,9.2
217,정선군,2021-03,7,14.2,.9,115.8
217,정선군,2021-04,11.6,18.7,4.9,109.2
217,정선군,2021-05,14.9,21.4,9.1,161.9
217,정선군,2021-06,20.6,27.1,15.8,89
217,정선군,2021-07,25.2,31.9,20.9,157.1
217,정선군,2021-08,23.1,28,19.7,196.2
217,정선군,2021-09,19.5,25.3,15.8,177.1
217,정선군,2021-10,12.9,19.8,8.5,37
217,정선군,2021-11,5.6,12.4,.6,40.8
217,정선군,2021-12,-.9,4.4,-6,4.3
217,정선군,2022-01,-4,2.7,-10.1,2.3
217,정선군,2022-02,-2.8,3.8,-8.7,7.4
217,정선군,2022-03,5.6,12.5,-.6,80
217,정선군,2022-04,12.5,20.4,5,38.5
217,정선군,2022-05,16.7,24.8,8.9,10.2
217,정선군,2022-06,21.5,27.5,16.5,278.9
217,정선군,2022-07,25.1,31,21.3,233.2
217,정선군,2022-08,23.6,28,20.4,463.3
217,정선군,2022-09,18.9,25.8,14.7,97.3
217,정선군,2022-10,11.6,18.5,7.1,90.6
217,정선군,2022-11,6.7,14.4,.8,58.8
217,정선군,2022-12,-5,.7,-10,12.1
217,정선군,2023-01,-4.1,2.1,-10,32.5
217,정선군,2023-02,.2,7.1,-5.6,3.7
217,정선군,2023-03,7.6,16.3,-.4,14.1
217,정선군,2023-04,11.1,18.4,4.2,48.1
217,정선군,2023-05,16.3,23.9,9.2,128.3
217,정선군,2023-06,21.2,28.5,15.3,181.6
217,정선군,2023-07,24.9,31.3,20.9,378.2
217,정선군,2023-08,25.4,31.7,21.2,255.2
217,정선군,2023-09,20.8,27.4,16.6,175.5
217,정선군,2023-10,11.4,20.5,5.6,25.1
217,정선군,2023-11,4.6,11.9,-2,58.2
217,정선군,2023-12,-2,4.5,-7.6,99.2
217,정선군,2024-01,-2.9,3.6,-8,14.1
217,정선군,2024-02,0,6.3,-4.8,80.7
217,정선군,2024-03,4.1,11.2,-2.9,50.2
217,정선군,2024-04,13.4,22.1,5.7,35.9
217,정선군,2024-05,16.4,25.4,8.1,77
217,정선군,2024-06,21.9,30.7,14.7,163.5
217,정선군,2024-07,25.4,30.5,21.7,341
217,정선군,2024-08,27,34,22.3,75.7
217,정선군,2024-09,22.5,29.4,18.1,243.9
217,정선군,2024-10,13.5,21,9,156.2
217,정선군,2024-11,6.8,14.4,1.3,23.5
217,정선군,2024-12,-1.5,4.4,-6.7,3.2
221,제천,2020-01,-.6,5.4,-5.6,68.1
221,제천,2020-02,.8,6.8,-5,57.4
221,제천,2020-03,6,13.3,-1.8,14.4
221,제천,2020-04,9.1,16.5,.9,28.9
221,제천,2020-05,16.7,22.8,10.8,130.1
221,제천,2020-06,22.3,28.2,17,78.6
221,제천,2020-07,22.2,26.5,18.4,317.5
221,제천,2020-08,24.8,29.1,21.7,685.8
221,제천,2020-09,18.1,23.8,13.7,134.1
221,제천,2020-10,10.6,18.3,4,12.4
221,제천,2020-11,5.4,12.2,-.7,13.4
221,제천,2020-12,-3.9,2.8,-9.6,11.1
221,제천,2021-01,-4.6,1.8,-11,18.2
221,제천,2021-02,.7,7.5,-6,12.2
221,제천,2021-03,6.8,13.7,.1,100.1
221,제천,2021-04,11.8,18.6,4.7,104
221,제천,2021-05,14.9,21.1,8.9,157.8
221,제천,2021-06,21,26.7,16,81.6
221,제천,2021-07,25.1,30.9,20.7,223.1
221,제천,2021-08,23.1,27.8,19.5,174.9
221,제천,2021-09,19.6,24.9,14.9,209.2
221,제천,2021-10,12.3,19.2,7.3,26.6
221,제천,2021-11,5.1,12.1,-.6,48
221,제천,2021-12,-1.6,4.4,-7.3,6.5
221,제천,2022-01,-4.6,2.1,-11.4,3
221,제천,2022-02,-3.3,3.3,-10.2,6.8
221,제천,2022-03,5.3,11.9,-1.3,88.3
221,제천,2022-04,12.1,20,4,40.5
221,제천,2022-05,16.4,24.1,8.5,7.5
221,제천,2022-06,21.3,27,16.2,273.9
221,제천,2022-07,24.9,29.6,21.1,310.9
221,제천,2022-08,23.4,27.2,20.2,485.3
221,제천,2022-09,18.9,25.7,13.6,93.7
221,제천,2022-10,11.2,18.4,5.2,87.1
221,제천,2022-11,6.2,14.4,-.4,60
221,제천,2022-12,-6.2,-.1,-11.8,19.6
221,제천,2023-01,-4.5,1.8,-10.8,32.6
221,제천,2023-02,-.2,6.5,-6.4,2.2
221,제천,2023-03,7.1,15.4,-1.2,14
221,제천,2023-04,11.2,18,4,48.6
221,제천,2023-05,16.9,23.6,10,167.1
221,제천,2023-06,21.6,27.4,16.6,231.3
221,제천,2023-07,24.5,29.2,21.2,605.3
221,제천,2023-08,25,30,21.2,240.9
221,제천,2023-09,20.9,26.2,16.8,234.6
221,제천,2023-10,11.3,19,5.4,33.8
221,제천,2023-11,4.7,10.9,-1.4,49.8
221,제천,2023-12,-1.3,4.1,-6.4,105.5
221,제천,2024-01,-2.2,2.5,-6.8,24.8
221,제천,2024-02,1.7,6.8,-2.9,78.9
221,제천,2024-03,4.9,11.1,-1.7,52.2
221,제천,2024-04,14,21,7.3,54.7
221,제천,2024-05,16.4,23.4,9.7,128.7
221,제천,2024-06,21.8,28.5,15.5,171.7
221,제천,2024-07,24.7,28.7,21.7,467.8
221,제천,2024-08,26.4,31.9,22.2,99.1
221,제천,2024-09,22.6,28.2,18.4,195.6
221,제천,2024-10,13.5,19.7,8.5,114.1
221,제천,2024-11,6.8,13.7,.8,42.1
221,제천,2024-12,-1.8,3.6,-7.3,3.1
226,보은,2020-01,1,6.7,-3.5,71.8
226,보은,2020-02,1.8,8.2,-3.9,80.8
226,보은,2020-03,6.4,14.1,-1.2,23.6
226,보은,2020-04,9.5,17.4,1.4,35.9
226,보은,2020-05,17.3,23.3,11.4,89.1
226,보은,2020-06,22.5,28.1,17.7,171.2
226,보은,2020-07,22.3,26,19.3,500.8
226,보은,2020-08,25.4,30.1,22.3,587.8
226,보은,2020-09,18.7,24.5,14.4,162.2
226,보은,2020-10,11.3,19.3,4.9,3
226,보은,2020-11,6.5,13.2,.7,37
226,보은,2020-12,-2,4.8,-7.4,5.6
226,보은,2021-01,-3.1,3.4,-9.2,19.8
226,보은,2021-02,1.8,8.8,-4.7,14.1
226,보은,2021-03,7.7,14.5,1.1,93
226,보은,2021-04,12.7,19.4,6,52.5
226,보은,2021-05,15.7,21.9,10,154.5
226,보은,2021-06,21.3,27.1,16.4,76.8
226,보은,2021-07,25.4,30.8,21.1,163.9
226,보은,2021-08,23.8,28.6,20.5,275.8
226,보은,2021-09,20.2,25.4,16.1,162.2
226,보은,2021-10,13.1,20.6,7.9,33.8
226,보은,2021-11,6.3,13.8,.9,44.9
226,보은,2021-12,-.1,6.4,-5.6,6.4
226,보은,2022-01,-2.8,3.8,-9.3,4.3
226,보은,2022-02,-1.7,4.7,-8,4.3
226,보은,2022-03,6.6,13.2,.3,98.2
226,보은,2022-04,12.9,20.6,5.1,61.1
226,보은,2022-05,17.2,24.5,9.7,5.6
226,보은,2022-06,22.2,27.3,17.5,98.3
226,보은,2022-07,25.2,29.6,21.7,160.5
226,보은,2022-08,24.3,28,21.2,391.9
226,보은,2022-09,19.8,25.7,15,71.7
226,보은,2022-10,12.4,19.2,6.8,89.7
226,보은,2022-11,7.4,15.4,.9,39.9
226,보은,2022-12,-3.9,2.2,-9.3,18
226,보은,2023-01,-2.5,4,-8.3,27.3
226,보은,2023-02,1.1,7.7,-5.2,5.3
226,보은,2023-03,8.3,16.6,.1,25
226,보은,2023-04,12.4,18.8,5.4,51.9
226,보은,2023-05,17.4,23.8,11,146.4
226,보은,2023-06,22.1,27.6,17.1,169.3
226,보은,2023-07,24.8,29.3,21.8,796.9
226,보은,2023-08,25.8,30.5,22.2,242.9
226,보은,2023-09,21.4,26.3,17.8,243.2
226,보은,2023-10,12.9,20.4,7.1,14.5
226,보은,2023-11,6.2,12.5,.4,39.6
226,보은,2023-12,1,6.4,-3.9,108.1
226,보은,2024-01,-.5,4.5,-4.7,34.1
226,보은,2024-02,3.3,8.1,-1,79.6
226,보은,2024-03,6.1,12.3,-.3,50.7
226,보은,2024-04,14.9,21.5,8.7,45.8
226,보은,2024-05,17,23.7,10.5,128.4
226,보은,2024-06,22.1,28.6,15.9,70.1
226,보은,2024-07,25.6,29.5,22.7,513.8
226,보은,2024-08,27,32.2,22.9,47.6
226,보은,2024-09,23.8,29.4,19.9,148.1
226,보은,2024-10,14.5,20.1,9.9,99.4
226,보은,2024-11,8.1,14.8,2.3,29.6
226,보은,2024-12,.1,5.5,-4.9,5.6
232,천안,2020-01,1.3,6.7,-3.4,59.7
232,천안,2020-02,1.9,7.9,-3.6,63.1
232,천안,2020-03,6.8,13.9,-.3,21.7
232,천안,2020-04,10.2,17.3,2.5,15.1
232,천안,2020-05,17.4,23.5,11.9,86.4
232,천안,2020-06,22.6,28.1,17.6,121.9
232,천안,2020-07,22.8,26.6,19.6,356.4
232,천안,2020-08,26,30.1,22.8,481.7
232,천안,2020-09,19.6,24.9,15.4,167.2
232,천안,2020-10,12.2,19.2,6,18.9
232,천안,2020-11,7,13,1.5,45.9
232,천안,2020-12,-1.1,4.7,-6.2,5.5
232,천안,2021-01,-2.8,3.3,-8.9,17.8
232,천안,2021-02,2.1,8.7,-4.2,9.2
232,천안,2021-03,8,14.9,1.5,75.3
232,천안,2021-04,13,19.5,6.2,54.7
232,천안,2021-05,15.9,21.7,10.1,135.9
232,천안,2021-06,21.8,27.3,16.9,44.8
232,천안,2021-07,26.2,31.2,21.8,117.6
232,천안,2021-08,24.3,28.8,20.8,230
232,천안,2021-09,20.9,25.9,16.8,250.8
232,천안,2021-10,14,20.5,8.9,49.5
232,천안,2021-11,6.9,13.8,1.6,67.9
232,천안,2021-12,.2,6.1,-5,5.4
232,천안,2022-01,-2.7,3.6,-8.9,3.3
232,천안,2022-02,-1.4,4.7,-7.3,3.3
232,천안,2022-03,6.9,13.4,.5,57.6
232,천안,2022-04,13.1,20.9,5.6,51.6
232,천안,2022-05,17.4,24.8,9.8,9.8
232,천안,2022-06,22.5,27.7,17.7,168
232,천안,2022-07,25.8,30.3,22.1,117
232,천안,2022-08,24.7,28.5,21.4,366.6
232,천안,2022-09,20.6,26.7,15.8,133.3
232,천안,2022-10,12.9,19.4,7.6,98.2
232,천안,2022-11,8,15.6,1.8,43.2
232,천안,2022-12,-3.9,2,-9.3,28.8
232,천안,2023-01,-2.2,3.8,-7.9,31
232,천안,2023-02,1.2,7.7,-4.6,3.1
232,천안,2023-03,8.6,16.8,.7,16.4
232,천안,2023-04,12.9,19.8,5.9,29.6
232,천안,2023-05,18,24.5,11.3,116.9
232,천안,2023-06,22.6,27.9,17.4,178.9
232,천안,2023-07,25.4,29.6,22.3,574.9
232,천안,2023-08,26.2,31.1,22.5,196.5
232,천안,2023-09,22.2,26.9,18.3,180.1
232,천안,2023-10,13.7,20.6,8.1,28.7
232,천안,2023-11,6.7,12.5,1.3,56.9
232,천안,2023-12,1.2,6.2,-3.5,89.5
232,천안,2024-01,-.7,3.9,-5.1,34.9
232,천안,2024-02,3.4,8.4,-1.1,89.7
232,천안,2024-03,6.4,12.6,.4,41.3
232,천안,2024-04,15.2,22,8.9,48.2
232,천안,2024-05,17.2,23.9,10.8,107.7
232,천안,2024-06,22.7,29.1,16.3,106.4
232,천안,2024-07,25.9,29.7,22.9,509.9
232,천안,2024-08,27.6,32.6,23.7,66.4
232,천안,2024-09,24.4,29.5,20.5,318
232,천안,2024-10,14.9,20.6,10.3,99.7
232,천안,2024-11,8.5,15,2.9,39.5
232,천안,2024-12,.3,5.3,-4.7,15.2
235,보령,2020-01,3,7.4,-.7,49.4
235,보령,2020-02,3.4,8.3,-1,75.3
235,보령,2020-03,6.9,12,1.6,22.8
235,보령,2020-04,9.5,15,4.2,16.5
235,보령,2020-05,16.9,21.7,12.7,92.4
235,보령,2020-06,21.6,25.9,18.3,139.7
235,보령,2020-07,22.9,26.5,20.2,345.9
235,보령,2020-08,26.6,29.9,24.2,321.5
235,보령,2020-09,21,25.2,17.5,177.1
235,보령,2020-10,14.4,19.9,9.6,16.2
235,보령,2020-11,9.2,14.1,4.9,35.4
235,보령,2020-12,1.6,6.2,-2.3,9.7
235,보령,2021-01,-.2,4.3,-4.8,32
235,보령,2021-02,3.5,8.1,-1.2,18.7
235,보령,2021-03,7.8,13.3,3,76.1
235,보령,2021-04,12.9,18.2,7.5,43.4
235,보령,2021-05,16.2,21.2,11.5,110
235,보령,2021-06,21.7,25.9,18.2,55
235,보령,2021-07,26.5,30.6,23.2,131.3
235,보령,2021-08,25.5,29.4,22.3,253.7
235,보령,2021-09,22.5,26.7,19,215.9
235,보령,2021-10,16.1,21.4,11.8,39.6
235,보령,2021-11,9.8,14.9,5.3,117.8
235,보령,2021-12,3.1,8,-1.1,14.4
235,보령,2022-01,-.6,4.3,-5.1,8.4
235,보령,2022-02,.1,5.2,-4.3,5.3
235,보령,2022-03,6.9,12.2,1.7,60.9
235,보령,2022-04,12.6,18.3,7.6,34.8
235,보령,2022-05,17,22.5,11.9,5.7
235,보령,2022-06,22.4,26.3,19.1,225
235,보령,2022-07,26.2,30,23.1,119.7
235,보령,2022-08,25.4,28.6,22.6,637.1
235,보령,2022-09,21.9,26.8,17.7,102
235,보령,2022-10,14.5,19.8,10,112
235,보령,2022-11,10.6,16.4,5.8,23.3
235,보령,2022-12,-.3,4.2,-4.1,14
235,보령,2023-01,.2,5.1,-4.3,19.2
235,보령,2023-02,2.1,7.7,-2.7,.4
235,보령,2023-03,8.3,14.8,2.5,7.2
235,보령,2023-04,12.7,18.3,7.1,42.4
235,보령,2023-05,17.9,23.1,13.4,190.8
235,보령,2023-06,21.8,26.4,18.3,95.1
235,보령,2023-07,25.7,29.1,23.2,772.2
235,보령,2023-08,26.8,31.1,23.4,107.8
235,보령,2023-09,23.1,27.4,19.7,288.4
235,보령,2023-10,15.9,21.2,11.5,25.5
235,보령,2023-11,8.9,13.3,4.7,65.2
235,보령,2023-12,3.6,7.4,0,112.5
235,보령,2024-01,1.4,5.8,-2.3,29.5
235,보령,2024-02,4.6,8.6,.7,92.6
235,보령,2024-03,6.6,12.2,1.2,35.8
235,보령,2024-04,14.3,20.2,9.1,48.8
235,보령,2024-05,16.9,22.4,12,130.9
235,보령,2024-06,22.2,27.7,17.4,89
235,보령,2024-07,26.5,29.6,24,557.3
235,보령,2024-08,28.6,33.2,25.2,149.7
235,보령,2024-09,26.1,31.1,22.3,234.9
235,보령,2024-10,17,22.3,12.8,58.3
235,보령,2024-11,10.5,16.7,5.8,49
235,보령,2024-12,2.9,7.3,-.9,18.5
236,부여,2020-01,2.1,8,-2.5,79.6
236,부여,2020-02,2.7,9.2,-2.9,92.4
236,부여,2020-03,7.2,14.4,.4,19.3
236,부여,2020-04,9.9,18,2.4,17.7
236,부여,2020-05,17.8,24,12.4,108.5
236,부여,2020-06,22.9,28.4,18.5,188.4
236,부여,2020-07,23.3,27.1,20.2,492.6
236,부여,2020-08,26.8,31,23.8,367.8
236,부여,2020-09,20.5,25.8,16.5,208.9
236,부여,2020-10,13.1,20.6,6.8,4.4
236,부여,2020-11,7.7,14.3,2,41.8
236,부여,2020-12,-.2,6.1,-5.2,3.4
236,부여,2021-01,-1.9,4.3,-7.4,32.1
236,부여,2021-02,2.9,9.6,-3,18.1
236,부여,2021-03,8.5,15.8,2,95.7
236,부여,2021-04,13.5,20.4,6.7,42.3
236,부여,2021-05,16.6,23,11,136.9
236,부여,2021-06,22.3,27.9,17.7,76.9
236,부여,2021-07,26.6,31.9,22.6,187.7
236,부여,2021-08,25.2,29.8,21.7,227.6
236,부여,2021-09,21.8,26.9,17.9,187.1
236,부여,2021-10,14.7,21.8,9.5,36.9
236,부여,2021-11,7.7,14.7,2.6,73.4
236,부여,2021-12,1.2,7.7,-3.9,8.7
236,부여,2022-01,-1.5,5,-7.4,3.5
236,부여,2022-02,-.5,6.1,-6.7,2.5
236,부여,2022-03,7.1,14,.6,76.1
236,부여,2022-04,13.3,21.3,6.3,62.6
236,부여,2022-05,17.7,25.2,10.6,4
236,부여,2022-06,23.1,28.3,18.8,123.4
236,부여,2022-07,26.4,31,22.7,168.5
236,부여,2022-08,25.4,29.3,22.2,615.6
236,부여,2022-09,21.5,27.6,16.6,87
236,부여,2022-10,13.7,20.6,8.1,103.7
236,부여,2022-11,9,16.8,2.8,36.4
236,부여,2022-12,-1.9,3.8,-6.6,17.8
236,부여,2023-01,-1.1,5.3,-6.5,35.7
236,부여,2023-02,1.8,9.1,-4.5,4.3
236,부여,2023-03,8.7,17.6,.3,13.2
236,부여,2023-04,13.2,20.1,6.5,60.6
236,부여,2023-05,18.4,25,12.4,248.1
236,부여,2023-06,23,28.9,18.3,122.2
236,부여,2023-07,25.8,30.1,22.8,880.3
236,부여,2023-08,26.9,32,23.1,300.6
236,부여,2023-09,22.8,27.9,18.9,303
236,부여,2023-10,14.5,21.9,9.1,16.7
236,부여,2023-11,7.5,13.5,2.4,58.1
236,부여,2023-12,2.3,7.4,-1.9,122.2
236,부여,2024-01,.4,5.9,-4.2,43.9
236,부여,2024-02,3.9,9.2,-.8,135.8
236,부여,2024-03,6.7,13.3,.6,49.8
236,부여,2024-04,15.1,22,8.8,58.7
236,부여,2024-05,17.6,24.7,11.4,134
236,부여,2024-06,23,29.6,17,91.2
236,부여,2024-07,26.5,30.4,23.4,470.8
236,부여,2024-08,28.3,33.6,24.4,40.8
236,부여,2024-09,25.5,31,21.5,162.6
236,부여,2024-10,15.8,21.4,11.2,84.5
236,부여,2024-11,9.2,16.2,3.5,46
236,부여,2024-12,1.1,6.7,-3.4,16.1
238,금산,2020-01,1.5,7.3,-2.8,80.8
238,금산,2020-02,2.5,9,-3.1,83.9
238,금산,2020-03,7.3,14.6,.1,20.5
238,금산,2020-04,10,17.7,2.3,35.6
238,금산,2020-05,17.8,24.2,11.8,80.5
238,금산,2020-06,22.9,28.4,18.2,234
238,금산,2020-07,22.7,26.6,19.8,628
238,금산,2020-08,26.6,31.3,23.3,373.4
238,금산,2020-09,19.7,25.3,15.4,167.2
238,금산,2020-10,12.4,19.9,6.3,4.1
238,금산,2020-11,7.1,14,1.4,41.9
238,금산,2020-12,-1,5.7,-6.1,8.3
238,금산,2021-01,-2,4.5,-8.1,23.5
238,금산,2021-02,2.9,9.5,-3.3,19.3
238,금산,2021-03,8.4,15.7,1.8,88
238,금산,2021-04,13.3,20.4,6.5,39.3
238,금산,2021-05,16.5,22.7,10.6,162.7
238,금산,2021-06,22.1,27.9,17.2,105.6
238,금산,2021-07,26.1,31.6,21.7,300.8
238,금산,2021-08,24.4,29.4,21.1,297.2
