지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm)
159,부산,2023-06,22.5,26,19.9,153.9
159,부산,2023-07,25.5,28.5,23.3,701.7
159,부산,2023-08,27.8,31,25.5,299.9
159,부산,2023-09,24.5,28.2,21.9,322.7
159,부산,2023-10,18.3,23.3,14.9,4.2
159,부산,2023-11,11.8,16.7,7.9,28.5
159,부산,2023-12,6.4,10.8,2.7,102.8
159,부산,2024-01,5.1,9.8,1.3,40.6
159,부산,2024-02,7.4,11.5,4.2,137.1
159,부산,2024-03,9.6,14.1,5.6,102
159,부산,2024-04,15.9,20.2,12.6,166.8
159,부산,2024-05,18.6,23.3,14.7,148.4
159,부산,2024-06,22.6,26.4,19.7,173.7
159,부산,2024-07,26,29,23.8,362.4
159,부산,2024-08,29.1,32.9,26.3,86.5
159,부산,2024-09,26.7,30.8,23.9,420.3
159,부산,2024-10,19.5,23.8,16.4,208.8
159,부산,2024-11,13.7,18.3,10.4,99.1
159,부산,2024-12,5.7,10.5,2,0
162,통영,2020-01,5.8,10.2,2.3,124.6
162,통영,2020-02,6.8,11.6,2.5,75
162,통영,2020-03,10.2,14.8,5.6,61.8
162,통영,2020-04,12.4,17.2,8,72.2
162,통영,2020-05,17.8,22.1,14.6,119.5
162,통영,2020-06,22,26.3,19,371.3
162,통영,2020-07,22.5,25.3,20.5,607.8
162,통영,2020-08,27.1,30.5,24.7,273.4
162,통영,2020-09,22.1,25.9,19,338.2
162,통영,2020-10,17,22.1,13.3,28
162,통영,2020-11,12,17.1,7.8,54.4
162,통영,2020-12,4,9,.1,11.5
162,통영,2021-01,3.2,8.1,-1.1,19.3
162,통영,2021-02,6.7,11.3,2.4,70.3
162,통영,2021-03,10.9,15.8,6.8,157.8
162,통영,2021-04,14.6,19.9,10.1,103.1
162,통영,2021-05,17.9,22,14.4,163.1
162,통영,2021-06,21.8,25.8,18.9,182.3
162,통영,2021-07,26.5,30.1,23.9,404.5
162,통영,2021-08,26.7,30.4,24,477
162,통영,2021-09,23,26.6,20.3,145.5
162,통영,2021-10,18.3,23.4,14.3,5.9
162,통영,2021-11,12,17.4,7.8,67.1
162,통영,2021-12,5.8,10.7,1.5,4.2
162,통영,2022-01,3.4,8.8,-.8,0
162,통영,2022-02,3.4,8.5,-1,0
162,통영,2022-03,10,14.6,5.8,121
162,통영,2022-04,14.5,19.4,10.6,191.7
162,통영,2022-05,18.6,23.9,14.4,.1
162,통영,2022-06,21.8,25.2,19.4,101.5
162,통영,2022-07,26.1,30,23.4,151.8
162,통영,2022-08,26.2,29.5,23.7,186.9
162,통영,2022-09,22.9,27.2,19.8,159.4
162,통영,2022-10,17.3,22.3,13.3,10.4
162,통영,2022-11,13.4,19.1,9,46.9
162,통영,2022-12,3.2,8,-.5,18.1
162,통영,2023-01,3.5,8.7,-1.2,74.8
162,통영,2023-02,6.2,11.3,2.1,35.5
162,통영,2023-03,11.4,16.9,7,60.6
162,통영,2023-04,14.4,19,10.3,104
162,통영,2023-05,17.5,21.6,14.1,241.1
162,통영,2023-06,22,25.7,18.9,237.5
162,통영,2023-07,24.9,27.7,22.6,586.4
162,통영,2023-08,27.4,31.1,24.8,391.6
162,통영,2023-09,24.2,28.4,21.4,283.7
162,통영,2023-10,17.5,23,13.4,4.1
162,통영,2023-11,11.2,16.4,6.8,47.8
162,통영,2023-12,6,11.1,2,67.2
162,통영,2024-01,4.4,9.4,.4,35.2
162,통영,2024-02,6.9,10.9,3.4,116.6
162,통영,2024-03,9.2,13.7,4.9,113.2
162,통영,2024-04,15,19.6,11.2,195.7
162,통영,2024-05,18.2,23.4,13.9,147.9
162,통영,2024-06,21.8,25.9,18.7,208.2
162,통영,2024-07,25.4,28.3,23.2,458
162,통영,2024-08,28.6,32.9,25.5,44.3
162,통영,2024-09,26.6,31,23.4,283.7
162,통영,2024-10,19.1,23.3,15.7,216.1
162,통영,2024-11,12.9,17.8,9.3,117.6
162,통영,2024-12,5.4,10.7,1.2,0
165,목포,2020-01,3.6,6.3,1.3,72
165,목포,2020-02,4.2,7.8,.7,28.9
165,목포,2020-03,7.4,11.6,3.7,28.8
165,목포,2020-04,10.3,14.4,6.8,60.9
165,목포,2020-05,17.2,21.2,13.9,141.4
165,목포,2020-06,22.2,25.9,19.4,261.5
165,목포,2020-07,23,25.5,21,366.3
165,목포,2020-08,27.7,30.8,25.4,206.4
165,목포,2020-09,21.9,25.1,19.2,208.6
165,목포,2020-10,15.9,19.6,12.8,20.5
165,목포,2020-11,11.2,14.4,8.2,14
165,목포,2020-12,3.2,6.9,.1,18.4
165,목포,2021-01,2,5.7,-1.6,39.7
165,목포,2021-02,4.9,8.9,1.2,25.9
165,목포,2021-03,9.2,13.8,5.7,127.4
165,목포,2021-04,13.9,18.1,10,51.9
165,목포,2021-05,17.6,21.7,13.9,112.3
165,목포,2021-06,22.7,26.4,19.7,108.3
165,목포,2021-07,26.8,30.2,24.1,327.5
165,목포,2021-08,26.4,29.7,23.8,124.4
165,목포,2021-09,23.4,26.7,20.7,91.4
165,목포,2021-10,17.7,21.8,14.3,14.7
165,목포,2021-11,11.3,15.2,7.9,63.9
165,목포,2021-12,4.8,8.7,1.4,13.6
165,목포,2022-01,1.5,4.8,-1.4,4.3
165,목포,2022-02,1.6,5.4,-1.7,4.5
165,목포,2022-03,8.5,13.2,4.6,78.9
165,목포,2022-04,13.8,18.9,10,74.7
165,목포,2022-05,17.7,22.6,13.8,2.6
165,목포,2022-06,22.7,26.1,20,90.2
165,목포,2022-07,26.6,30,24,196.3
165,목포,2022-08,26.7,29.4,24.6,92.3
165,목포,2022-09,22.5,26.2,19.5,101.9
165,목포,2022-10,15.8,19.8,12.4,38.3
165,목포,2022-11,12.1,16.9,8.3,33.1
165,목포,2022-12,1.9,5.5,-1.1,22.8
165,목포,2023-01,2.1,6.1,-1.6,35.2
165,목포,2023-02,3.3,7.2,0,26.8
165,목포,2023-03,9.3,14.6,4.8,22.6
165,목포,2023-04,13.3,17.8,9.3,88.8
165,목포,2023-05,18.2,22.3,14.8,158.1
165,목포,2023-06,22.2,25.9,19.5,168.8
165,목포,2023-07,25.9,28.9,23.5,629.2
165,목포,2023-08,27.3,31.2,24.4,152.9
165,목포,2023-09,24,27.6,21.2,146.7
165,목포,2023-10,17.3,21.2,13.9,7.1
165,목포,2023-11,10.6,14.2,7,75.7
165,목포,2023-12,5.2,8.7,2,66
165,목포,2024-01,3.3,6.5,.5,55.9
165,목포,2024-02,5.9,9.5,2.9,108.5
165,목포,2024-03,7.8,11.8,4.1,73.3
165,목포,2024-04,14.7,19.2,10.9,81.7
165,목포,2024-05,17.9,22.4,14.2,101.6
165,목포,2024-06,22.5,26.4,19.6,143.3
165,목포,2024-07,26.7,29.5,24.5,197.8
165,목포,2024-08,28.4,32.3,25.5,186.7
165,목포,2024-09,26.5,30.5,23.4,124.1
165,목포,2024-10,18.2,22,15,142.1
165,목포,2024-11,12.2,16,9,61.3
165,목포,2024-12,4.8,7.9,2,8.9
168,여수,2020-01,5.8,9.2,3.2,81.3
168,여수,2020-02,6.4,10.5,3,61.3
168,여수,2020-03,9.9,14.1,5.9,52.3
168,여수,2020-04,12.5,17,8.6,80.5
168,여수,2020-05,18,21.3,15.2,139.4
168,여수,2020-06,22.4,25.7,19.8,367
168,여수,2020-07,22.6,25,21.1,552
168,여수,2020-08,27.1,29.7,25.3,180.1
168,여수,2020-09,22.2,24.8,19.9,181.2
168,여수,2020-10,17.3,21,14.3,27.6
168,여수,2020-11,12.1,16,8.9,15.4
168,여수,2020-12,4.3,8.3,1,13.8
168,여수,2021-01,2.9,6.9,-.6,17.3
168,여수,2021-02,6.2,10.5,2.6,36.7
168,여수,2021-03,11,15,7.8,106
168,여수,2021-04,14.7,18.8,11,95.3
168,여수,2021-05,18.1,21.6,15.1,134.9
168,여수,2021-06,22.3,25.4,20,130.2
168,여수,2021-07,26.5,29.1,24.5,445.3
168,여수,2021-08,26.8,29.4,24.7,369.7
168,여수,2021-09,23.2,25.6,21.2,144.7
168,여수,2021-10,18.6,22.3,15.6,45.4
168,여수,2021-11,12.1,16.4,8.8,43
168,여수,2021-12,5.7,9.7,2.2,2.7
168,여수,2022-01,3.3,7.6,-.1,0
168,여수,2022-02,3.1,7.4,-.3,0
168,여수,2022-03,9.7,13.9,6.1,149.3
168,여수,2022-04,14.7,18.6,11.4,102.2
168,여수,2022-05,18.9,23.3,15.3,.6
168,여수,2022-06,21.9,24.7,19.9,91.7
168,여수,2022-07,26.4,29.5,24.2,260.1
168,여수,2022-08,26.2,28.8,24.3,210.8
168,여수,2022-09,23.2,26.1,20.7,175.6
168,여수,2022-10,17.2,21.1,14.1,13
168,여수,2022-11,13.3,17.6,9.8,59.6
168,여수,2022-12,3.1,6.9,.1,4.5
168,여수,2023-01,3.2,7.6,-.6,76.2
168,여수,2023-02,5.6,10,2.1,36.7
168,여수,2023-03,11.2,15.9,7.4,48.7
168,여수,2023-04,14.3,18.2,10.8,84.1
168,여수,2023-05,17.9,21.3,15.3,339.2
168,여수,2023-06,22.2,25.2,19.9,298.2
168,여수,2023-07,25,27.4,23.2,482.4
168,여수,2023-08,27.5,30.3,25.2,247
168,여수,2023-09,24.7,27.3,22.6,203.2
168,여수,2023-10,18,21.8,14.8,3.1
168,여수,2023-11,10.9,15.1,7.5,45.5
168,여수,2023-12,5.7,9.5,2.6,71.1
168,여수,2024-01,4.2,7.9,1,42.6
168,여수,2024-02,6.6,9.9,3.8,147.4
168,여수,2024-03,9,13.1,5.3,93.2
168,여수,2024-04,15.4,19.3,12.5,210.5
168,여수,2024-05,18.5,22.7,14.9,155.9
168,여수,2024-06,22.4,25.6,20,180.1
168,여수,2024-07,25.8,28.2,24,375.5
168,여수,2024-08,28.9,32.3,26.3,35.3
168,여수,2024-09,26.9,30.1,24.5,184.3
168,여수,2024-10,19.2,22.1,16.5,176.3
168,여수,2024-11,13.2,16.5,10.4,109.2
168,여수,2024-12,5.2,9.1,2.1,.1
169,흑산도,2020-01,6,8,4.4,52.2
169,흑산도,2020-02,6.3,9.8,3.7,34
169,흑산도,2020-03,8.1,12.3,5.2,15.8
169,흑산도,2020-04,10.3,14.7,7.2,52.2
169,흑산도,2020-05,14.9,19,12.3,203.6
169,흑산도,2020-06,19.3,22.8,16.7,305.2
169,흑산도,2020-07,20.9,23.7,19,205
169,흑산도,2020-08,25.4,28.8,23.4,179.7
169,흑산도,2020-09,21.8,25.4,19.4,71.9
169,흑산도,2020-10,17.1,20.6,15.1,11.3
169,흑산도,2020-11,12.7,15.3,10.8,23.3
169,흑산도,2020-12,6.4,8.9,4.3,33
169,흑산도,2021-01,4.5,7.6,1.7,54.2
169,흑산도,2021-02,6.4,9.9,3.4,16.1
169,흑산도,2021-03,9,13.1,6.2,94.1
169,흑산도,2021-04,12.8,16.9,10,63.4
169,흑산도,2021-05,16.5,20.6,13.3,97.3
169,흑산도,2021-06,20.9,24.8,18.4,68.1
169,흑산도,2021-07,25.7,29.1,23.4,176
169,흑산도,2021-08,26,29.4,23.8,166.8
169,흑산도,2021-09,23.2,26,21.2,101.1
169,흑산도,2021-10,18.1,21.2,16.1,26.3
169,흑산도,2021-11,12.7,16,10.3,42.1
169,흑산도,2021-12,7.3,10,5.2,14
169,흑산도,2022-01,4,6.5,2.1,4.5
169,흑산도,2022-02,3.4,6.5,1.1,1.6
169,흑산도,2022-03,7.9,11.8,5.2,83.8
169,흑산도,2022-04,11.8,16.1,8.7,93.3
169,흑산도,2022-05,16.6,21.3,13,8.4
169,흑산도,2022-06,19.8,23.1,17.7,87.4
169,흑산도,2022-07,24.8,28.2,22.5,131.4
169,흑산도,2022-08,25.4,28.3,23.5,62.9
169,흑산도,2022-09,20.9,24.1,18.9,108.6
169,흑산도,2022-10,15.7,18.7,13.8,35.2
169,흑산도,2022-11,12.8,16.1,10.5,35.4
169,흑산도,2022-12,4.7,7,2.7,15.7
169,흑산도,2023-01,4.2,7.1,1.6,21.2
169,흑산도,2023-02,4.4,7.5,2.2,12
169,흑산도,2023-03,8.3,12.5,5.3,15.9
169,흑산도,2023-04,11.8,15.9,8.5,82.8
169,흑산도,2023-05,15.6,19.2,12.9,102.1
169,흑산도,2023-06,19.8,23.5,17.2,85
169,흑산도,2023-07,23.1,26.1,21.1,590.5
169,흑산도,2023-08,25.5,28.9,23,118.8
169,흑산도,2023-09,22.7,25.7,20.7,163.8
169,흑산도,2023-10,17.7,21,15.4,12.7
169,흑산도,2023-11,11.6,14.5,9,90.3
169,흑산도,2023-12,7,9.6,4.7,71.8
169,흑산도,2024-01,5.1,7.6,3,66.2
169,흑산도,2024-02,6.4,9.2,4.4,102.3
169,흑산도,2024-03,7.9,11.5,5.3,77.1
169,흑산도,2024-04,13.3,17.5,10.4,82.9
169,흑산도,2024-05,16.6,20.9,13.5,62.6
169,흑산도,2024-06,21.4,25.6,18.4,119.6
169,흑산도,2024-07,24.9,28,22.8,258.3
169,흑산도,2024-08,28.4,32.9,25.3,17.5
169,흑산도,2024-09,26.1,30.8,23.5,128.4
169,흑산도,2024-10,18.9,22,16.8,106
169,흑산도,2024-11,13.3,16.4,11.2,62.1
169,흑산도,2024-12,6.9,9.6,4.7,19.9
170,완도,2020-01,5.9,9.4,2.8,95.4
170,완도,2020-02,6.3,10.6,2.1,49
170,완도,2020-03,9.5,14.5,4.8,55.9
170,완도,2020-04,11.9,17.2,7.4,87.1
170,완도,2020-05,17.8,22.1,14.1,258.6
170,완도,2020-06,22.1,26.5,18.5,343.3
170,완도,2020-07,22.8,25.9,20.6,282.1
170,완도,2020-08,27.5,31,24.7,100.4
170,완도,2020-09,21.9,25.7,18.8,266.3
170,완도,2020-10,16.7,21.5,12.8,20.1
170,완도,2020-11,12,16.1,8.2,3.4
170,완도,2020-12,4.4,8.7,.5,19.1
170,완도,2021-01,3.3,7.8,-.7,39.7
170,완도,2021-02,6.5,11,2.4,46.5
170,완도,2021-03,10.7,15.7,6.3,179.7
170,완도,2021-04,14.4,19.3,10.1,86.8
170,완도,2021-05,17.9,22.7,13.6,139.9
170,완도,2021-06,22.3,26.4,19,143
170,완도,2021-07,26.1,29.6,23.3,425.1
170,완도,2021-08,26.3,29.9,23.4,368.9
170,완도,2021-09,23.2,26.5,20.6,115.1
170,완도,2021-10,18.2,22.9,14.5,6.2
170,완도,2021-11,12,16.7,7.9,53
170,완도,2021-12,5.9,10.3,2.1,3.3
170,완도,2022-01,3.2,7.6,-.2,3.1
170,완도,2022-02,3.3,7.8,-.4,.4
170,완도,2022-03,9.8,15,5.2,111.9
170,완도,2022-04,14.9,21,10.1,101.7
170,완도,2022-05,18.8,24.5,13.9,13.3
170,완도,2022-06,22.7,26.8,19.6,76.4
170,완도,2022-07,26.5,30.3,23.7,111.5
170,완도,2022-08,27,30.6,24.1,58.1
170,완도,2022-09,22.8,26.9,19.6,160.4
170,완도,2022-10,16.7,21.8,12.6,14.7
170,완도,2022-11,12.9,18.2,8.5,36.1
170,완도,2022-12,3.6,7.4,0,16.8
170,완도,2023-01,3.5,8.1,-.4,63
170,완도,2023-02,5.1,10.1,.8,42.5
170,완도,2023-03,10.9,17,5.9,35.9
170,완도,2023-04,14.2,19.3,9.6,163.5
170,완도,2023-05,18.3,23,14.5,319.9
170,완도,2023-06,22.6,26.8,19.4,158.6
170,완도,2023-07,25.7,29,23.5,433
170,완도,2023-08,27.3,31.5,24,191.8
170,완도,2023-09,24.5,28.6,21.4,110.2
170,완도,2023-10,17.8,22.7,13.7,8.1
170,완도,2023-11,11.3,15.9,7.1,110.1
170,완도,2023-12,6.4,10.3,2.6,78.7
170,완도,2024-01,4.5,8.3,1.1,64.3
170,완도,2024-02,7,11.1,3.7,147.4
170,완도,2024-03,8.8,14,4.4,103.1
170,완도,2024-04,15.6,21.2,11.2,216.6
170,완도,2024-05,18.8,24.7,13.7,192.6
170,완도,2024-06,22.7,27.9,18.7,224.3
170,완도,2024-07,26.9,30.6,24.1,343.5
170,완도,2024-08,29.3,34.8,25.3,21.8
170,완도,2024-09,26.9,32.1,23.2,362.6
170,완도,2024-10,18.8,24.1,15.2,123.1
170,완도,2024-11,13.5,18.7,9.1,161.5
170,완도,2024-12,5,9.9,1.7,2.9
172,고창,2020-01,3.3,7.9,-.5,58
172,고창,2020-02,4,9.4,-.9,41.6
172,고창,2020-03,7.4,13.7,1.3,42.9
172,고창,2020-04,9.8,16,3.8,33.9
172,고창,2020-05,17.6,23.2,12.9,100.3
172,고창,2020-06,22.4,27.7,18.6,136.4
172,고창,2020-07,23,26.7,20.5,454.2
172,고창,2020-08,27.4,31.5,24.4,362.3
172,고창,2020-09,20.7,25.7,16.9,227.9
172,고창,2020-10,14,20.5,8.6,10.2
172,고창,2020-11,9,14.7,4.6,58.3
172,고창,2020-12,1.1,6.7,-3.3,28.7
172,고창,2021-01,0,5.1,-4.6,46.2
172,고창,2021-02,3.8,9.5,-1.3,33
172,고창,2021-03,8.3,14.8,2.9,86
172,고창,2021-04,13.2,19.5,7.3,29.3
172,고창,2021-05,17.1,22.9,11.5,93.5
172,고창,2021-06,22.7,27.9,18.5,143.2
172,고창,2021-07,26.8,31.6,22.9,185.5
172,고창,2021-08,25.7,30.5,22.2,345.7
172,고창,2021-09,22.4,27,18.5,139.9
172,고창,2021-10,15.8,22.2,10.7,43.9
172,고창,2021-11,9.2,15.4,4,86.4
172,고창,2021-12,2.8,8.3,-1.8,23.2
172,고창,2022-01,-.4,4.8,-4.7,7.3
172,고창,2022-02,.1,5.7,-4.9,5.1
172,고창,2022-03,7.5,14,1.6,91.8
172,고창,2022-04,13.3,20.3,7.4,38.3
172,고창,2022-05,17.6,24.5,11.2,1.5
172,고창,2022-06,23.2,27.8,19.5,130.4
172,고창,2022-07,26.6,30.8,23,120.5
172,고창,2022-08,26.3,30,23.2,126.9
172,고창,2022-09,21.6,27.1,17.3,81.9
172,고창,2022-10,14.1,20.7,8.4,40.4
172,고창,2022-11,10.1,17.3,4.1,75.8
172,고창,2022-12,-.4,4.6,-4.8,34
172,고창,2023-01,.3,5.8,-4.9,28.2
172,고창,2023-02,1.8,8,-3.4,7.7
172,고창,2023-03,8.6,16.4,1.8,26.1
172,고창,2023-04,12.9,19.3,6.5,52.4
172,고창,2023-05,18.3,23.9,13.3,174.2
172,고창,2023-06,22.3,27.8,17.9,33.6
172,고창,2023-07,,,,377
172,고창,2023-08,26.7,31.5,22.9,164.3
172,고창,2023-09,22.8,27.8,18.9,174.3
172,고창,2023-10,15.1,21.7,9.5,14.1
172,고창,2023-11,9,14,4.1,70.2
172,고창,2023-12,3.4,8,-.8,109.9
172,고창,2024-01,1.7,6.4,-2.5,48.4
172,고창,2024-02,4.9,9.5,.9,97.1
172,고창,2024-03,6.5,12.3,1,61.3
172,고창,2024-04,14.3,20.7,8.8,64.5
172,고창,2024-05,,,,88.1
172,고창,2024-06,22.8,28.6,18,100.4
172,고창,2024-07,27.1,30.5,24.4,291.4
172,고창,2024-08,28.3,33.4,24.3,49.6
172,고창,2024-09,25.8,31.3,21.5,165.7
172,고창,2024-10,16.5,22,11.7,89.2
172,고창,2024-11,10,16.1,4.9,55
172,고창,2024-12,2.5,6.9,-1.6,18.5
174,순천,2020-01,3.5,8.2,-.6,100.1
174,순천,2020-02,3.9,10,-1.5,35.9
174,순천,2020-03,7.3,14.5,.4,50.7
174,순천,2020-04,10.2,17.3,3.3,73.4
174,순천,2020-05,17.1,22.8,11.9,112.3
174,순천,2020-06,22,27.5,17.1,246.7
174,순천,2020-07,22.3,26.1,19.7,453.1
174,순천,2020-08,26.7,31.1,23.1,544.1
174,순천,2020-09,19.7,25.4,15.5,239.3
174,순천,2020-10,13.7,21.2,7.8,17.9
174,순천,2020-11,8.9,15.3,3.6,22.4
174,순천,2020-12,1.1,7.8,-4.2,10.2
174,순천,2021-01,0,6.3,-5.5,27.8
174,순천,2021-02,3.9,11,-2,37
174,순천,2021-03,9.3,16.1,2.8,161.1
174,순천,2021-04,13.2,19.7,6.5,62.6
174,순천,2021-05,16.7,23,10.5,92.1
174,순천,2021-06,21.7,27.4,16.5,76
174,순천,2021-07,25.4,30.5,21.2,337.7
174,순천,2021-08,25.1,30.2,21.3,282.1
174,순천,2021-09,21.4,26.5,17.6,154.3
174,순천,2021-10,15.2,22.5,9.8,35.6
174,순천,2021-11,7.9,15.6,2.2,50.9
174,순천,2021-12,2.3,9,-3.1,3.7
174,순천,2022-01,.6,6.9,-4.3,0
174,순천,2022-02,.7,7,-4.8,0
174,순천,2022-03,8.2,15.2,1.7,111.3
174,순천,2022-04,14.1,21.4,7.1,69.1
174,순천,2022-05,17.4,25.2,9.6,.2
174,순천,2022-06,22.2,27.7,17.8,94.8
174,순천,2022-07,25.7,30.3,21.9,281.8
174,순천,2022-08,25.3,29.7,21.7,176.8
174,순천,2022-09,21.1,26.9,16.4,161.4
174,순천,2022-10,13.8,21.2,7.7,32.5
174,순천,2022-11,9.3,17.8,2.5,51.3
174,순천,2022-12,0,5.3,-4.7,7.8
174,순천,2023-01,.4,7,-5.1,59.4
174,순천,2023-02,3.2,10.6,-2.8,30.4
174,순천,2023-03,9.3,17.5,2,54
174,순천,2023-04,12.5,19.2,5.5,101.7
174,순천,2023-05,17.2,23.2,11.4,271.3
174,순천,2023-06,21.8,27.7,17,302.2
174,순천,2023-07,24.8,28.9,21.9,598.7
174,순천,2023-08,26,31.1,22,325.8
174,순천,2023-09,22.1,27.7,18.1,217.5
174,순천,2023-10,13.9,21.3,8,8.6
174,순천,2023-11,7.8,14.6,2.2,104.8
174,순천,2023-12,3,8.8,-2,65.1
174,순천,2024-01,1.7,7.2,-3.1,29
174,순천,2024-02,4.4,9.9,-.2,160.8
174,순천,2024-03,6.9,13.2,.8,91.8
174,순천,2024-04,14.3,20.8,8.4,155.9
174,순천,2024-05,16.8,23.8,9.9,203.1
174,순천,2024-06,20.9,26.9,15.6,245.6
174,순천,2024-07,25.1,28.9,22.3,290.3
174,순천,2024-08,26.2,31.9,22.1,105
174,순천,2024-09,23.7,29.4,19.5,466.3
174,순천,2024-10,15.2,21.6,10.4,119.7
174,순천,2024-11,8.9,15.5,3.6,100.1
174,순천,2024-12,2,7.4,-2.5,3
177,홍성,2020-01,1.6,6.6,-2.5,73
177,홍성,2020-02,2.6,8,-2.7,85.2
177,홍성,2020-03,6.9,13.2,.7,26.6
177,홍성,2020-04,10.3,16.5,3.6,13.8
177,홍성,2020-05,17.4,23,12.5,91.3
177,홍성,2020-06,22.4,27.7,18.5,191.7
177,홍성,2020-07,23.2,27.1,20,353.6
177,홍성,2020-08,26.8,30.4,23.9,456.4
177,홍성,2020-09,20.7,25.3,16.5,251.2
177,홍성,2020-10,13.2,19.7,7.2,19.5
177,홍성,2020-11,8.1,13.5,2.8,41.7
177,홍성,2020-12,.3,5.4,-4.4,5.7
177,홍성,2021-01,-1.9,3.3,-7.4,28.6
177,홍성,2021-02,3.1,8.7,-2.5,12.5
177,홍성,2021-03,7.9,14.5,2,100.5
177,홍성,2021-04,13.1,19.4,6.9,72.9
177,홍성,2021-05,16.6,22.1,11.7,141.7
177,홍성,2021-06,22.2,27.2,18.1,67.5
177,홍성,2021-07,26.5,31.5,22.5,114.5
177,홍성,2021-08,25,29.4,21.4,280.8
177,홍성,2021-09,21.7,26.4,17.5,260.2
177,홍성,2021-10,15.2,21.1,9.8,41.6
177,홍성,2021-11,8.2,14.1,3,105.6
177,홍성,2021-12,1.4,6.7,-3.6,16.4
177,홍성,2022-01,-1.8,4,-7.3,5.2
177,홍성,2022-02,-.6,4.8,-5.8,4
177,홍성,2022-03,7.1,13,1,79.4
177,홍성,2022-04,13.3,19.9,7.1,68
177,홍성,2022-05,17.8,24,11.8,4.4
177,홍성,2022-06,22.9,27.6,19.2,191.6
177,홍성,2022-07,26.5,30.8,22.8,141.5
177,홍성,2022-08,25.4,29.1,22.1,524.7
177,홍성,2022-09,21.1,26.8,16,135
177,홍성,2022-10,13.6,19.6,7.8,154
177,홍성,2022-11,9.1,16.2,3,53.6
177,홍성,2022-12,-2.4,2.3,-7.2,28.2
177,홍성,2023-01,-1.1,4.2,-6.1,31.5
177,홍성,2023-02,1.5,7.4,-3.9,.4
177,홍성,2023-03,8.5,15.9,.9,3.7
177,홍성,2023-04,13.1,19.4,6.5,42.8
177,홍성,2023-05,18.5,24.5,12.9,139
177,홍성,2023-06,22.8,27.9,18.6,100.3
177,홍성,2023-07,26,29.6,23.1,562.2
177,홍성,2023-08,26.5,31.1,22.9,199.2
177,홍성,2023-09,22.7,27.1,19,269.3
177,홍성,2023-10,15.2,21.4,9.3,7.7
177,홍성,2023-11,8,12.7,3.3,96
177,홍성,2023-12,2.2,6.6,-1.9,132.7
177,홍성,2024-01,.4,4.6,-3.6,38.9
177,홍성,2024-02,3.9,8.2,-.3,132.4
177,홍성,2024-03,6.9,12.3,1.4,34.9
177,홍성,2024-04,14.8,21.3,8.7,63.4
177,홍성,2024-05,17.6,23.2,12.1,156
177,홍성,2024-06,23.1,28.8,17.8,120.2
177,홍성,2024-07,26.5,29.9,23.8,555.5
177,홍성,2024-08,28.3,32.9,24.7,109.5
177,홍성,2024-09,24.9,29.7,21.1,333
177,홍성,2024-10,15.6,21.2,10.4,113.8
177,홍성,2024-11,9.1,15.3,3.5,52.7
177,홍성,2024-12,1.6,6.5,-2.9,12.5
181,서청주,2023-05,18.6,25,12.1,183.8
181,서청주,2023-06,23.3,28.7,18.5,110
181,서청주,2023-07,25.7,30.3,22.4,720.6
181,서청주,2023-08,26.2,31.4,22.3,257.6
181,서청주,2023-09,21.9,27.1,17.9,244
181,서청주,2023-10,13.6,20.9,7.3,12.7
181,서청주,2023-11,6.5,12.5,.7,42.2
181,서청주,2023-12,.8,5.8,-4,98.3
181,서청주,2024-01,-1.1,3.7,-5.4,34.5
181,서청주,2024-02,2.9,8,-1.6,89.4
181,서청주,2024-03,6.1,12.3,-.2,40.7
181,서청주,2024-04,14.7,21.7,8.2,44.7
181,서청주,2024-05,17.1,23.6,11,122.4
181,서청주,2024-06,22.6,28.8,16.6,89.3
181,서청주,2024-07,25.5,29.5,22.3,525.1
181,서청주,2024-08,26.9,32.2,23,104.7
181,서청주,2024-09,23.8,29.6,19.9,304.9
181,서청주,2024-10,15.2,21,10.3,112
181,서청주,2024-11,9.3,16.1,3.4,40.1
181,서청주,2024-12,1,6.1,-3.8,7.9
184,제주,2020-01,8.9,11,7,116.7
184,제주,2020-02,9.1,12.3,6.1,29.8
184,제주,2020-03,11.5,15.1,7.9,81.6
184,제주,2020-04,13.2,16.9,9.8,82.3
184,제주,2020-05,18.8,23.4,15.6,20.6
184,제주,2020-06,22.4,26.1,19.8,221.5
184,제주,2020-07,24.2,27.3,21.8,184.7
184,제주,2020-08,29.4,32.8,26.8,140.4
184,제주,2020-09,22.9,25.6,20.6,400.5
184,제주,2020-10,18.4,21.2,16,53.7
184,제주,2020-11,14.1,17.3,11.2,28.2
184,제주,2020-12,7.7,10.4,5,29.5
184,제주,2021-01,6.8,9.8,3.9,116.6
184,제주,2021-02,9.4,12.8,6.4,52.8
184,제주,2021-03,12.5,16.1,9.3,81.1
184,제주,2021-04,15.4,19.2,12.2,58.8
184,제주,2021-05,19,23.5,15.6,100.7
184,제주,2021-06,23.4,27,20.8,122.4
184,제주,2021-07,27.8,31.1,25.5,247.1
184,제주,2021-08,27.3,30.3,25,227.8
184,제주,2021-09,24.9,28,22.5,493.1
184,제주,2021-10,20.1,23.8,17.1,32.1
184,제주,2021-11,14,18.1,10.9,63.8
184,제주,2021-12,8.9,12.2,6.3,31.4
184,제주,2022-01,6.2,9.1,3.9,33.6
184,제주,2022-02,5.6,8.7,2.9,25.1
184,제주,2022-03,11.4,15.5,7.8,96.1
