시도,시군구,법정동,년도,월,전체호수,잉여전력량
전라남도,여수시,웅천동,2024,05,190,77118
전라남도,여수시,웅천동,2024,06,191,73292
전라남도,여수시,웅천동,2024,07,192,32383
전라남도,여수시,웅천동,2024,08,192,59845
전라남도,여수시,웅천동,2024,09,194,47887
전라남도,여수시,웅천동,2024,10,194,49266
전라남도,여수시,웅천동,2024,11,194,38977
전라남도,여수시,웅천동,2024,12,193,33741
전라남도,여수시,월하동,2024,01,5호미만제거,
전라남도,여수시,월하동,2024,02,5호미만제거,
전라남도,여수시,월하동,2024,03,5호미만제거,
전라남도,여수시,월하동,2024,04,5호미만제거,
전라남도,여수시,월하동,2024,05,5호미만제거,
전라남도,여수시,월하동,2024,06,5호미만제거,
전라남도,여수시,월하동,2024,07,5호미만제거,
전라남도,여수시,월하동,2024,08,5호미만제거,
전라남도,여수시,월하동,2024,09,5호미만제거,
전라남도,여수시,월하동,2024,10,5호미만제거,
전라남도,여수시,월하동,2024,11,5호미만제거,
전라남도,여수시,월하동,2024,12,5호미만제거,
전라남도,여수시,율촌면,2024,01,504,64600
전라남도,여수시,율촌면,2024,02,504,73691
전라남도,여수시,율촌면,2024,03,504,80488
전라남도,여수시,율촌면,2024,04,435,99916
전라남도,여수시,율촌면,2024,05,437,98071
전라남도,여수시,율촌면,2024,06,468,147976
전라남도,여수시,율촌면,2024,07,479,92518
전라남도,여수시,율촌면,2024,08,497,81254
전라남도,여수시,율촌면,2024,09,506,102725
전라남도,여수시,율촌면,2024,10,512,96816
전라남도,여수시,율촌면,2024,11,515,92917
전라남도,여수시,율촌면,2024,12,518,86900
전라남도,여수시,종화동,2024,01,42,7053
전라남도,여수시,종화동,2024,02,42,7352
전라남도,여수시,종화동,2024,03,42,8536
전라남도,여수시,종화동,2024,04,41,9816
전라남도,여수시,종화동,2024,05,41,11295
전라남도,여수시,종화동,2024,06,42,13636
전라남도,여수시,종화동,2024,07,42,6414
전라남도,여수시,종화동,2024,08,43,8686
전라남도,여수시,종화동,2024,09,43,8545
전라남도,여수시,종화동,2024,10,43,8523
전라남도,여수시,종화동,2024,11,43,7739
전라남도,여수시,종화동,2024,12,44,7619
전라남도,여수시,주삼동,2024,01,38,7366
전라남도,여수시,주삼동,2024,02,38,8622
전라남도,여수시,주삼동,2024,03,38,7459
전라남도,여수시,주삼동,2024,04,37,14254
전라남도,여수시,주삼동,2024,05,37,12779
전라남도,여수시,주삼동,2024,06,37,19765
전라남도,여수시,주삼동,2024,07,37,14750
전라남도,여수시,주삼동,2024,08,37,10180
전라남도,여수시,주삼동,2024,09,37,12890
전라남도,여수시,주삼동,2024,10,37,11494
전라남도,여수시,주삼동,2024,11,37,12229
전라남도,여수시,주삼동,2024,12,37,9631
전라남도,여수시,중앙동,2024,01,15,2207
전라남도,여수시,중앙동,2024,02,15,2286
전라남도,여수시,중앙동,2024,03,15,3331
전라남도,여수시,중앙동,2024,04,15,2853
전라남도,여수시,중앙동,2024,05,15,4314
전라남도,여수시,중앙동,2024,06,15,4126
전라남도,여수시,중앙동,2024,07,15,2047
전라남도,여수시,중앙동,2024,08,16,3078
전라남도,여수시,중앙동,2024,09,16,2761
전라남도,여수시,중앙동,2024,10,16,2985
전라남도,여수시,중앙동,2024,11,16,2927
전라남도,여수시,중앙동,2024,12,16,1996
전라남도,여수시,중흥동,2024,01,5호미만제거,
전라남도,여수시,중흥동,2024,02,5호미만제거,
전라남도,여수시,중흥동,2024,03,5호미만제거,
전라남도,여수시,중흥동,2024,04,5호미만제거,
전라남도,여수시,중흥동,2024,05,5호미만제거,
전라남도,여수시,중흥동,2024,06,5호미만제거,
전라남도,여수시,중흥동,2024,07,5호미만제거,
전라남도,여수시,중흥동,2024,08,5호미만제거,
전라남도,여수시,중흥동,2024,09,5호미만제거,
전라남도,여수시,중흥동,2024,10,5호미만제거,
전라남도,여수시,중흥동,2024,11,5호미만제거,
전라남도,여수시,중흥동,2024,12,5호미만제거,
전라남도,여수시,충무동,2024,01,20,2783
전라남도,여수시,충무동,2024,02,20,2897
전라남도,여수시,충무동,2024,03,20,3340
전라남도,여수시,충무동,2024,04,18,3884
전라남도,여수시,충무동,2024,05,18,4614
전라남도,여수시,충무동,2024,06,17,5312
전라남도,여수시,충무동,2024,07,17,2430
전라남도,여수시,충무동,2024,08,18,3971
전라남도,여수시,충무동,2024,09,18,3675
전라남도,여수시,충무동,2024,10,18,3548
전라남도,여수시,충무동,2024,11,18,3075
전라남도,여수시,충무동,2024,12,18,2674
전라남도,여수시,학동,2024,01,216,39827
전라남도,여수시,학동,2024,02,215,40109
전라남도,여수시,학동,2024,03,215,47418
전라남도,여수시,학동,2024,04,213,53429
전라남도,여수시,학동,2024,05,214,62822
전라남도,여수시,학동,2024,06,214,78348
전라남도,여수시,학동,2024,07,214,34344
전라남도,여수시,학동,2024,08,219,49181
전라남도,여수시,학동,2024,09,222,47175
전라남도,여수시,학동,2024,10,222,48224
전라남도,여수시,학동,2024,11,223,46919
전라남도,여수시,학동,2024,12,224,41402
전라남도,여수시,학용동,2024,01,5호미만제거,
전라남도,여수시,학용동,2024,02,5호미만제거,
전라남도,여수시,학용동,2024,03,5호미만제거,
전라남도,여수시,학용동,2024,04,5호미만제거,
전라남도,여수시,학용동,2024,05,5호미만제거,
전라남도,여수시,학용동,2024,06,5호미만제거,
전라남도,여수시,학용동,2024,07,5호미만제거,
전라남도,여수시,학용동,2024,08,5호미만제거,
전라남도,여수시,학용동,2024,09,5호미만제거,
전라남도,여수시,학용동,2024,10,5호미만제거,
전라남도,여수시,학용동,2024,11,5호미만제거,
전라남도,여수시,학용동,2024,12,5호미만제거,
전라남도,여수시,해산동,2024,01,30,4451
전라남도,여수시,해산동,2024,02,30,5366
전라남도,여수시,해산동,2024,03,30,4338
전라남도,여수시,해산동,2024,04,30,7850
전라남도,여수시,해산동,2024,05,30,6370
전라남도,여수시,해산동,2024,06,30,10316
전라남도,여수시,해산동,2024,07,30,7145
전라남도,여수시,해산동,2024,08,30,5215
전라남도,여수시,해산동,2024,09,31,6931
전라남도,여수시,해산동,2024,10,31,5921
전라남도,여수시,해산동,2024,11,31,5622
전라남도,여수시,해산동,2024,12,31,5083
전라남도,여수시,호명동,2024,01,63,8773
전라남도,여수시,호명동,2024,02,63,9525
전라남도,여수시,호명동,2024,03,63,10585
전라남도,여수시,호명동,2024,04,60,13718
전라남도,여수시,호명동,2024,05,62,14388
전라남도,여수시,호명동,2024,06,62,21009
전라남도,여수시,호명동,2024,07,63,12005
전라남도,여수시,호명동,2024,08,65,9707
전라남도,여수시,호명동,2024,09,65,13748
전라남도,여수시,호명동,2024,10,65,13101
전라남도,여수시,호명동,2024,11,65,11213
전라남도,여수시,호명동,2024,12,65,11255
전라남도,여수시,화양면,2024,01,736,102006
전라남도,여수시,화양면,2024,02,736,107098
전라남도,여수시,화양면,2024,03,736,161705
전라남도,여수시,화양면,2024,04,619,128968
전라남도,여수시,화양면,2024,05,625,195204
전라남도,여수시,화양면,2024,06,642,189101
전라남도,여수시,화양면,2024,07,692,105579
전라남도,여수시,화양면,2024,08,717,166815
전라남도,여수시,화양면,2024,09,744,152061
전라남도,여수시,화양면,2024,10,758,159879
전라남도,여수시,화양면,2024,11,776,154424
전라남도,여수시,화양면,2024,12,786,138926
전라남도,여수시,화장동,2024,01,397,60294
전라남도,여수시,화장동,2024,02,397,66523
전라남도,여수시,화장동,2024,03,397,65239
전라남도,여수시,화장동,2024,04,390,98634
전라남도,여수시,화장동,2024,05,391,93038
전라남도,여수시,화장동,2024,06,393,138231
전라남도,여수시,화장동,2024,07,393,89049
전라남도,여수시,화장동,2024,08,395,62375
전라남도,여수시,화장동,2024,09,398,87181
전라남도,여수시,화장동,2024,10,400,78705
전라남도,여수시,화장동,2024,11,400,75076
전라남도,여수시,화장동,2024,12,401,88291
전라남도,여수시,화정면,2024,01,246,33374
전라남도,여수시,화정면,2024,02,246,32502
전라남도,여수시,화정면,2024,03,246,38636
전라남도,여수시,화정면,2024,04,209,55487
전라남도,여수시,화정면,2024,05,210,50279
전라남도,여수시,화정면,2024,06,218,71946
전라남도,여수시,화정면,2024,07,230,44228
전라남도,여수시,화정면,2024,08,244,48165
전라남도,여수시,화정면,2024,09,256,59378
전라남도,여수시,화정면,2024,10,263,51078
전라남도,여수시,화정면,2024,11,270,45780
전라남도,여수시,화정면,2024,12,272,45790
전라남도,여수시,화치동,2024,01,5호미만제거,
전라남도,여수시,화치동,2024,02,5호미만제거,
전라남도,여수시,화치동,2024,03,5호미만제거,
전라남도,여수시,화치동,2024,04,5호미만제거,
전라남도,여수시,화치동,2024,05,5호미만제거,
전라남도,여수시,화치동,2024,06,5호미만제거,
전라남도,여수시,화치동,2024,07,5호미만제거,
전라남도,여수시,화치동,2024,08,5호미만제거,
전라남도,여수시,화치동,2024,09,5호미만제거,
전라남도,여수시,화치동,2024,10,5호미만제거,
전라남도,여수시,화치동,2024,11,5호미만제거,
전라남도,여수시,화치동,2024,12,5호미만제거,
전라남도,영광군,군남면,2024,01,203,15111
전라남도,영광군,군남면,2024,02,203,30234
전라남도,영광군,군남면,2024,03,203,34942
전라남도,영광군,군남면,2024,04,195,52704
전라남도,영광군,군남면,2024,05,196,55959
전라남도,영광군,군남면,2024,06,196,79434
전라남도,영광군,군남면,2024,07,202,48825
전라남도,영광군,군남면,2024,08,204,43060
전라남도,영광군,군남면,2024,09,204,47509
전라남도,영광군,군남면,2024,10,205,44381
전라남도,영광군,군남면,2024,11,209,41491
전라남도,영광군,군남면,2024,12,212,31073
전라남도,영광군,군서면,2024,01,285,33441
전라남도,영광군,군서면,2024,02,285,43444
전라남도,영광군,군서면,2024,03,285,71922
전라남도,영광군,군서면,2024,04,268,70433
전라남도,영광군,군서면,2024,05,269,97391
전라남도,영광군,군서면,2024,06,278,101811
전라남도,영광군,군서면,2024,07,283,49630
전라남도,영광군,군서면,2024,08,283,69341
전라남도,영광군,군서면,2024,09,288,64828
전라남도,영광군,군서면,2024,10,288,62826
전라남도,영광군,군서면,2024,11,292,58925
전라남도,영광군,군서면,2024,12,292,39366
전라남도,영광군,낙월면,2024,01,5호미만제거,
전라남도,영광군,낙월면,2024,02,5호미만제거,
전라남도,영광군,낙월면,2024,03,5호미만제거,
전라남도,영광군,낙월면,2024,04,5호미만제거,
전라남도,영광군,낙월면,2024,05,5호미만제거,
전라남도,영광군,낙월면,2024,06,5호미만제거,
전라남도,영광군,낙월면,2024,07,5호미만제거,
전라남도,영광군,낙월면,2024,08,5호미만제거,
전라남도,영광군,낙월면,2024,09,5호미만제거,
전라남도,영광군,낙월면,2024,10,5호미만제거,
전라남도,영광군,낙월면,2024,11,5호미만제거,
전라남도,영광군,낙월면,2024,12,5호미만제거,
전라남도,영광군,대마면,2024,01,137,14378
전라남도,영광군,대마면,2024,02,137,24415
전라남도,영광군,대마면,2024,03,137,35641
전라남도,영광군,대마면,2024,04,128,46966
전라남도,영광군,대마면,2024,05,128,48208
전라남도,영광군,대마면,2024,06,132,70973
전라남도,영광군,대마면,2024,07,135,41154
전라남도,영광군,대마면,2024,08,137,38637
전라남도,영광군,대마면,2024,09,137,44809
전라남도,영광군,대마면,2024,10,140,41046
전라남도,영광군,대마면,2024,11,149,39186
전라남도,영광군,대마면,2024,12,149,27900
전라남도,영광군,묘량면,2024,01,161,16518
전라남도,영광군,묘량면,2024,02,161,21511
전라남도,영광군,묘량면,2024,03,161,34781
전라남도,영광군,묘량면,2024,04,155,34840
전라남도,영광군,묘량면,2024,05,155,46329
전라남도,영광군,묘량면,2024,06,157,46364
전라남도,영광군,묘량면,2024,07,160,22415
전라남도,영광군,묘량면,2024,08,160,31948
전라남도,영광군,묘량면,2024,09,160,29984
전라남도,영광군,묘량면,2024,10,162,29679
전라남도,영광군,묘량면,2024,11,170,28374
전라남도,영광군,묘량면,2024,12,172,19330
전라남도,영광군,백수읍,2024,01,358,27660
전라남도,영광군,백수읍,2024,02,358,55898
전라남도,영광군,백수읍,2024,03,359,65978
전라남도,영광군,백수읍,2024,04,322,97595
전라남도,영광군,백수읍,2024,05,331,107256
전라남도,영광군,백수읍,2024,06,339,155801
전라남도,영광군,백수읍,2024,07,349,93859
전라남도,영광군,백수읍,2024,08,356,79575
전라남도,영광군,백수읍,2024,09,362,98553
전라남도,영광군,백수읍,2024,10,368,88409
전라남도,영광군,백수읍,2024,11,372,87393
전라남도,영광군,백수읍,2024,12,375,67449
전라남도,영광군,법성면,2024,01,297,32513
전라남도,영광군,법성면,2024,02,297,50871
전라남도,영광군,법성면,2024,03,297,69270
전라남도,영광군,법성면,2024,04,264,100634
전라남도,영광군,법성면,2024,05,268,112128
전라남도,영광군,법성면,2024,06,288,152708
전라남도,영광군,법성면,2024,07,292,77332
전라남도,영광군,법성면,2024,08,296,86798
전라남도,영광군,법성면,2024,09,297,88171
전라남도,영광군,법성면,2024,10,301,83937
전라남도,영광군,법성면,2024,11,302,72262
전라남도,영광군,법성면,2024,12,302,53131
전라남도,영광군,불갑면,2024,01,156,16149
전라남도,영광군,불갑면,2024,02,156,20235
전라남도,영광군,불갑면,2024,03,157,27896
전라남도,영광군,불갑면,2024,04,148,37616
전라남도,영광군,불갑면,2024,05,150,42091
전라남도,영광군,불갑면,2024,06,152,55518
전라남도,영광군,불갑면,2024,07,154,26463
전라남도,영광군,불갑면,2024,08,156,32976
전라남도,영광군,불갑면,2024,09,156,34214
전라남도,영광군,불갑면,2024,10,158,30292
전라남도,영광군,불갑면,2024,11,161,57213
전라남도,영광군,불갑면,2024,12,163,21069
전라남도,영광군,염산면,2024,01,442,37621
전라남도,영광군,염산면,2024,02,442,75363
전라남도,영광군,염산면,2024,03,442,72363
전라남도,영광군,염산면,2024,04,430,123270
전라남도,영광군,염산면,2024,05,432,131362
전라남도,영광군,염산면,2024,06,433,176105
전라남도,영광군,염산면,2024,07,436,125917
전라남도,영광군,염산면,2024,08,438,87729
전라남도,영광군,염산면,2024,09,438,111621
전라남도,영광군,염산면,2024,10,451,101491
전라남도,영광군,염산면,2024,11,462,96077
전라남도,영광군,염산면,2024,12,466,86361
전라남도,영광군,영광읍,2024,01,887,72431
전라남도,영광군,영광읍,2024,02,888,125846
전라남도,영광군,영광읍,2024,03,888,144827
전라남도,영광군,영광읍,2024,04,801,233159
전라남도,영광군,영광읍,2024,05,814,258392
전라남도,영광군,영광읍,2024,06,847,348551
전라남도,영광군,영광읍,2024,07,866,213675
전라남도,영광군,영광읍,2024,08,871,183702
전라남도,영광군,영광읍,2024,09,880,217269
전라남도,영광군,영광읍,2024,10,894,203102
전라남도,영광군,영광읍,2024,11,905,189838
전라남도,영광군,영광읍,2024,12,909,157183
전라남도,영광군,홍농읍,2024,01,271,30890
전라남도,영광군,홍농읍,2024,02,271,42651
전라남도,영광군,홍농읍,2024,03,271,72850
전라남도,영광군,홍농읍,2024,04,253,73215
전라남도,영광군,홍농읍,2024,05,256,101576
전라남도,영광군,홍농읍,2024,06,261,103159
전라남도,영광군,홍농읍,2024,07,264,50778
전라남도,영광군,홍농읍,2024,08,265,70897
전라남도,영광군,홍농읍,2024,09,266,64928
전라남도,영광군,홍농읍,2024,10,271,63374
전라남도,영광군,홍농읍,2024,11,279,58805
전라남도,영광군,홍농읍,2024,12,279,37820
전라남도,영암군,군서면,2024,01,336,33128
전라남도,영암군,군서면,2024,02,336,38248
전라남도,영암군,군서면,2024,03,336,66578
전라남도,영암군,군서면,2024,04,286,61114
전라남도,영암군,군서면,2024,05,287,86259
전라남도,영암군,군서면,2024,06,299,86754
전라남도,영암군,군서면,2024,07,314,44535
전라남도,영암군,군서면,2024,08,320,64614
전라남도,영암군,군서면,2024,09,322,60358
전라남도,영암군,군서면,2024,10,323,62249
전라남도,영암군,군서면,2024,11,326,60162
전라남도,영암군,군서면,2024,12,326,41068
전라남도,영암군,금정면,2024,01,134,13433
전라남도,영암군,금정면,2024,02,135,16934
전라남도,영암군,금정면,2024,03,135,22293
전라남도,영암군,금정면,2024,04,122,30565
전라남도,영암군,금정면,2024,05,122,34498
전라남도,영암군,금정면,2024,06,124,46369
전라남도,영암군,금정면,2024,07,126,21933
전라남도,영암군,금정면,2024,08,133,29415
전라남도,영암군,금정면,2024,09,134,34179
전라남도,영암군,금정면,2024,10,134,28554
전라남도,영암군,금정면,2024,11,134,26405
전라남도,영암군,금정면,2024,12,135,20770
전라남도,영암군,덕진면,2024,01,189,22220
전라남도,영암군,덕진면,2024,02,189,26111
전라남도,영암군,덕진면,2024,03,189,39833
전라남도,영암군,덕진면,2024,04,159,35829
전라남도,영암군,덕진면,2024,05,160,50208
전라남도,영암군,덕진면,2024,06,167,50055
전라남도,영암군,덕진면,2024,07,175,26660
전라남도,영암군,덕진면,2024,08,176,39805
전라남도,영암군,덕진면,2024,09,177,37925
전라남도,영암군,덕진면,2024,10,178,37665
전라남도,영암군,덕진면,2024,11,180,36028
전라남도,영암군,덕진면,2024,12,181,29435
전라남도,영암군,도포면,2024,01,127,13600
전라남도,영암군,도포면,2024,02,127,15871
전라남도,영암군,도포면,2024,03,127,24469
전라남도,영암군,도포면,2024,04,104,24665
전라남도,영암군,도포면,2024,05,105,33956
전라남도,영암군,도포면,2024,06,108,33704
전라남도,영암군,도포면,2024,07,112,17817
전라남도,영암군,도포면,2024,08,117,26894
전라남도,영암군,도포면,2024,09,117,26183
전라남도,영암군,도포면,2024,10,120,26428
전라남도,영암군,도포면,2024,11,122,24268
전라남도,영암군,도포면,2024,12,124,19656
전라남도,영암군,미암면,2024,01,213,17904
전라남도,영암군,미암면,2024,02,213,29135
전라남도,영암군,미암면,2024,03,213,26635
전라남도,영암군,미암면,2024,04,186,46371
전라남도,영암군,미암면,2024,05,186,44622
전라남도,영암군,미암면,2024,06,188,64814
전라남도,영암군,미암면,2024,07,190,44651
전라남도,영암군,미암면,2024,08,196,33143
전라남도,영암군,미암면,2024,09,199,43696
전라남도,영암군,미암면,2024,10,201,40694
전라남도,영암군,미암면,2024,11,201,37598
전라남도,영암군,미암면,2024,12,206,36752
전라남도,영암군,삼호읍,2024,01,695,60090
전라남도,영암군,삼호읍,2024,02,695,103393
전라남도,영암군,삼호읍,2024,03,695,96063
전라남도,영암군,삼호읍,2024,04,621,163659
전라남도,영암군,삼호읍,2024,05,623,165094
전라남도,영암군,삼호읍,2024,06,641,240041
전라남도,영암군,삼호읍,2024,07,643,161528
전라남도,영암군,삼호읍,2024,08,653,123295
전라남도,영암군,삼호읍,2024,09,656,153578
전라남도,영암군,삼호읍,2024,10,657,141433
전라남도,영암군,삼호읍,2024,11,658,128464
전라남도,영암군,삼호읍,2024,12,661,123268
전라남도,영암군,서호면,2024,01,186,20975
전라남도,영암군,서호면,2024,02,186,24488
전라남도,영암군,서호면,2024,03,186,42255
전라남도,영암군,서호면,2024,04,164,38509
전라남도,영암군,서호면,2024,05,168,56718
전라남도,영암군,서호면,2024,06,174,57865
전라남도,영암군,서호면,2024,07,179,29326
전라남도,영암군,서호면,2024,08,180,44253
전라남도,영암군,서호면,2024,09,184,42420
전라남도,영암군,서호면,2024,10,185,38691
전라남도,영암군,서호면,2024,11,185,36609
전라남도,영암군,서호면,2024,12,185,25998
전라남도,영암군,시종면,2024,01,168,11869
전라남도,영암군,시종면,2024,02,168,23860
전라남도,영암군,시종면,2024,03,168,27485
전라남도,영암군,시종면,2024,04,151,37820
전라남도,영암군,시종면,2024,05,151,38530
전라남도,영암군,시종면,2024,06,152,56256
전라남도,영암군,시종면,2024,07,158,33819
전라남도,영암군,시종면,2024,08,161,33176
전라남도,영암군,시종면,2024,09,166,39331
전라남도,영암군,시종면,2024,10,168,49710
전라남도,영암군,시종면,2024,11,167,33042
전라남도,영암군,시종면,2024,12,168,25270
전라남도,영암군,신북면,2024,01,205,15783
전라남도,영암군,신북면,2024,02,205,26853
전라남도,영암군,신북면,2024,03,205,33250
전라남도,영암군,신북면,2024,04,163,46468
전라남도,영암군,신북면,2024,05,164,41408
전라남도,영암군,신북면,2024,06,164,61786
전라남도,영암군,신북면,2024,07,181,35292
전라남도,영암군,신북면,2024,08,189,39294
전라남도,영암군,신북면,2024,09,195,43974
전라남도,영암군,신북면,2024,10,197,40440
전라남도,영암군,신북면,2024,11,197,39964
전라남도,영암군,신북면,2024,12,200,31916
전라남도,영암군,영암읍,2024,01,413,49749
전라남도,영암군,영암읍,2024,02,414,57354
전라남도,영암군,영암읍,2024,03,414,83893
전라남도,영암군,영암읍,2024,04,351,117237
전라남도,영암군,영암읍,2024,05,353,142156
전라남도,영암군,영암읍,2024,06,360,186024
전라남도,영암군,영암읍,2024,07,383,86554
전라남도,영암군,영암읍,2024,08,394,115720
전라남도,영암군,영암읍,2024,09,394,116772
전라남도,영암군,영암읍,2024,10,398,107569
전라남도,영암군,영암읍,2024,11,403,94860
전라남도,영암군,영암읍,2024,12,406,74174
전라남도,영암군,학산면,2024,01,304,22989
전라남도,영암군,학산면,2024,02,304,37620
전라남도,영암군,학산면,2024,03,304,37728
전라남도,영암군,학산면,2024,04,260,61912
전라남도,영암군,학산면,2024,05,262,63374
전라남도,영암군,학산면,2024,06,272,90716
전라남도,영암군,학산면,2024,07,276,61523
전라남도,영암군,학산면,2024,08,285,45477
전라남도,영암군,학산면,2024,09,289,61084
전라남도,영암군,학산면,2024,10,294,55854
전라남도,영암군,학산면,2024,11,295,51915
전라남도,영암군,학산면,2024,12,297,48380
전라남도,완도군,고금면,2024,01,339,39833
전라남도,완도군,고금면,2024,02,339,49955
전라남도,완도군,고금면,2024,03,339,56004
전라남도,완도군,고금면,2024,04,323,81393
전라남도,완도군,고금면,2024,05,325,85006
전라남도,완도군,고금면,2024,06,331,115038
전라남도,완도군,고금면,2024,07,340,71156
전라남도,완도군,고금면,2024,08,350,71701
전라남도,완도군,고금면,2024,09,352,92263
전라남도,완도군,고금면,2024,10,353,80720
전라남도,완도군,고금면,2024,11,354,69757
전라남도,완도군,고금면,2024,12,356,57663
전라남도,완도군,군외면,2024,01,236,31015
전라남도,완도군,군외면,2024,02,236,32010
전라남도,완도군,군외면,2024,03,236,53587
전라남도,완도군,군외면,2024,04,232,50432
전라남도,완도군,군외면,2024,05,234,72929
전라남도,완도군,군외면,2024,06,234,66663
전라남도,완도군,군외면,2024,07,234,35283
전라남도,완도군,군외면,2024,08,238,52679
전라남도,완도군,군외면,2024,09,242,49213
전라남도,완도군,군외면,2024,10,244,49567
전라남도,완도군,군외면,2024,11,247,46136
전라남도,완도군,군외면,2024,12,247,34855
전라남도,완도군,금당면,2024,01,121,14231
전라남도,완도군,금당면,2024,02,121,15480
전라남도,완도군,금당면,2024,03,121,18035
전라남도,완도군,금당면,2024,04,114,24526
전라남도,완도군,금당면,2024,05,117,26655
전라남도,완도군,금당면,2024,06,118,36889
전라남도,완도군,금당면,2024,07,118,23389
전라남도,완도군,금당면,2024,08,117,20612
전라남도,완도군,금당면,2024,09,121,26555
전라남도,완도군,금당면,2024,10,122,21947
전라남도,완도군,금당면,2024,11,122,20684
전라남도,완도군,금당면,2024,12,121,18357
전라남도,완도군,금일읍,2024,01,386,46951
전라남도,완도군,금일읍,2024,02,386,53418
전라남도,완도군,금일읍,2024,03,386,66458
전라남도,완도군,금일읍,2024,04,380,85934
전라남도,완도군,금일읍,2024,05,380,93081
전라남도,완도군,금일읍,2024,06,382,115865
전라남도,완도군,금일읍,2024,07,382,67556
전라남도,완도군,금일읍,2024,08,388,77496
전라남도,완도군,금일읍,2024,09,394,80360
전라남도,완도군,금일읍,2024,10,399,77427
전라남도,완도군,금일읍,2024,11,407,69686
전라남도,완도군,금일읍,2024,12,412,65407
전라남도,완도군,노화읍,2024,01,359,39043
전라남도,완도군,노화읍,2024,02,359,45933
전라남도,완도군,노화읍,2024,03,359,54235
전라남도,완도군,노화읍,2024,04,352,73069
전라남도,완도군,노화읍,2024,05,351,82159
전라남도,완도군,노화읍,2024,06,351,99549
전라남도,완도군,노화읍,2024,07,352,54140
전라남도,완도군,노화읍,2024,08,356,55506
전라남도,완도군,노화읍,2024,09,358,67454
전라남도,완도군,노화읍,2024,10,371,64587
전라남도,완도군,노화읍,2024,11,382,63733
전라남도,완도군,노화읍,2024,12,388,55652
전라남도,완도군,보길면,2024,01,241,28771
전라남도,완도군,보길면,2024,02,241,32841
전라남도,완도군,보길면,2024,03,241,44273
전라남도,완도군,보길면,2024,04,237,55835
전라남도,완도군,보길면,2024,05,236,66006
전라남도,완도군,보길면,2024,06,237,75855
전라남도,완도군,보길면,2024,07,238,35625
전라남도,완도군,보길면,2024,08,240,49442
전라남도,완도군,보길면,2024,09,243,51064
전라남도,완도군,보길면,2024,10,243,46810
전라남도,완도군,보길면,2024,11,251,41995
전라남도,완도군,보길면,2024,12,253,35410
전라남도,완도군,생일면,2024,01,44,5644
전라남도,완도군,생일면,2024,02,44,6139
전라남도,완도군,생일면,2024,03,44,11312
전라남도,완도군,생일면,2024,04,44,9575
전라남도,완도군,생일면,2024,05,44,14139
전라남도,완도군,생일면,2024,06,44,12669
전라남도,완도군,생일면,2024,07,44,6444
전라남도,완도군,생일면,2024,08,44,9141
전라남도,완도군,생일면,2024,09,44,8695
전라남도,완도군,생일면,2024,10,44,9734
전라남도,완도군,생일면,2024,11,44,8455
전라남도,완도군,생일면,2024,12,44,6406
전라남도,완도군,소안면,2024,01,223,25997
전라남도,완도군,소안면,2024,02,223,29535
전라남도,완도군,소안면,2024,03,223,40185
전라남도,완도군,소안면,2024,04,219,50150
전라남도,완도군,소안면,2024,05,219,60310
전라남도,완도군,소안면,2024,06,219,67271
전라남도,완도군,소안면,2024,07,219,35078
전라남도,완도군,소안면,2024,08,223,40182
전라남도,완도군,소안면,2024,09,224,44892
전라남도,완도군,소안면,2024,10,225,40736
전라남도,완도군,소안면,2024,11,225,39513
전라남도,완도군,소안면,2024,12,226,30584
전라남도,완도군,신지면,2024,01,283,39889
전라남도,완도군,신지면,2024,02,283,42073
전라남도,완도군,신지면,2024,03,283,51129
전라남도,완도군,신지면,2024,04,268,64130
전라남도,완도군,신지면,2024,05,272,76362
전라남도,완도군,신지면,2024,06,273,91708
전라남도,완도군,신지면,2024,07,276,51126
전라남도,완도군,신지면,2024,08,281,62429
전라남도,완도군,신지면,2024,09,284,67143
전라남도,완도군,신지면,2024,10,285,62664
전라남도,완도군,신지면,2024,11,286,55768
전라남도,완도군,신지면,2024,12,287,49733
전라남도,완도군,약산면,2024,01,229,34780
전라남도,완도군,약산면,2024,02,230,33671
전라남도,완도군,약산면,2024,03,230,52889
전라남도,완도군,약산면,2024,04,226,50566
전라남도,완도군,약산면,2024,05,226,71170
전라남도,완도군,약산면,2024,06,228,69055
전라남도,완도군,약산면,2024,07,233,36858
전라남도,완도군,약산면,2024,08,234,57938
전라남도,완도군,약산면,2024,09,232,48846
전라남도,완도군,약산면,2024,10,233,60638
전라남도,완도군,약산면,2024,11,235,44123
전라남도,완도군,약산면,2024,12,236,36387
전라남도,완도군,완도읍,2024,01,602,80121
전라남도,완도군,완도읍,2024,02,602,87148
전라남도,완도군,완도읍,2024,03,602,104402
전라남도,완도군,완도읍,2024,04,572,144336
전라남도,완도군,완도읍,2024,05,574,157171
전라남도,완도군,완도읍,2024,06,579,201314
전라남도,완도군,완도읍,2024,07,583,104473
전라남도,완도군,완도읍,2024,08,595,122427
전라남도,완도군,완도읍,2024,09,599,150806
전라남도,완도군,완도읍,2024,10,602,126054
전라남도,완도군,완도읍,2024,11,603,113823
전라남도,완도군,완도읍,2024,12,603,99303
전라남도,완도군,청산면,2024,01,234,30352
전라남도,완도군,청산면,2024,02,235,32093
전라남도,완도군,청산면,2024,03,236,40438
전라남도,완도군,청산면,2024,04,220,49671
전라남도,완도군,청산면,2024,05,222,60885
전라남도,완도군,청산면,2024,06,221,70150
