업체명,모델명,연료,변속형식,차량형식,자동차 종류,표시연비,도심주행연비,고속도로연비,CO2배출량(g/km),1회충전주행거리(km),배기량,등급,출시연도,예상 연간유류비
현대,싼타페 HEV 1.6T-GDI 2WD 7인 18인치 (빌트인캠X),휘발유,자동,하이브리드,승용차,15.5,16.3,14.6,104,,1598,2등급,2023,1593590
현대,싼타페 HEV 1.6T-GDI 2WD 7인 18인치 (빌트인캠),휘발유,자동,하이브리드,승용차,15,15.7,14.2,108,,1598,2등급,2023,1646710
BMW,BMW X1 xDrive20i,휘발유,자동,내연기관,승용차,10.7,9.4,12.7,158,,1998,4등급,2023,2308472
BMW,BMW X1 M35i xDrive,휘발유,자동,내연기관,승용차,10.2,8.9,12.2,166,,1998,4등급,2023,2421632
볼보,볼보 XC40 Recharge Twin,전기,없음,전기,승용차,4.4,4.8,4.1,,389,,3등급,2023,1308784
PSA Automobiles,Peugeot 508 1.5 BlueHDi,경유,자동,내연기관,승용차,15.6,14.1,18.1,120,,1499,2등급,2023,1444894
BMW,BMW X6 xDrive40d ,경유,자동,하이브리드,승용차,11.6,10.4,13.4,167,,2993,3등급,2023,1943134
BMW,BMW i7 M70 xDrive,전기,없음,전기,승용차,3.3,3.2,3.4,,391,,5등급,2023,1745045
아우디,A3 40 TFSI quattro,휘발유,자동,하이브리드,승용차,12.5,11.1,14.8,135,,1984,3등급,2024,1976052
볼보,볼보 XC60B6 AWD,휘발유,자동,하이브리드,승용차,9.4,8.4,11,184,,1969,4등급,2023,2627729
볼보,볼보 XC60B5 AWD,휘발유,자동,하이브리드,승용차,10.1,9.1,11.5,171,,1969,4등급,2023,2445609
케이지모빌리티,토레스 EVX 2WD 18인치타이어,전기,없음,전기,승용차,5,5.5,4.5,,433,,2등급,2023,1151730
벤츠,Mercedes-Benz EQE 350 4MATIC,전기,없음,전기,승용차,4,4,4,,432,,4등급,2023,1439663
벤츠,Mercedes-AMG EQS 53 4MATIC +,전기,없음,전기,승용차,3.2,3.2,3.3,,406,,5등급,2023,1799578
BMW,BMW 530i xDrive,휘발유,자동,하이브리드,승용차,11.1,9.9,13,151,,1998,4등급,2023,2225284
벤츠,Mercedes-AMG CLA 45 S 4MATIC +,휘발유,자동,내연기관,승용차,9.2,8,11.2,188,,1991,5등급,2023,2684853
벤츠,Mercedes-AMG A 45 S 4MATIC +,휘발유,자동,내연기관,승용차,8.9,7.9,10.4,195,,1991,5등급,2023,2775354
현대,G80 Electrified 24MY,전기,없음,전기,승용차,4.3,4.5,4.1,,427,,3등급,2023,1339221
벤츠,Mercedes-Maybach S 680 (5 seater),휘발유,자동,내연기관,승용차,6,4.9,8.2,295,,5980,5등급,2023,4116775
BMW,BMW 520i,휘발유,자동,하이브리드,승용차,12.1,11.1,13.7,137,,1998,3등급,2023,2041376
BMW,BMW 740i xDrive,휘발유,자동,하이브리드,승용차,10.3,9.2,11.9,164,,2998,4등급,2023,2398121
BMW,BMW i5 M60 xDrive,전기,없음,전기,승용차,3.8,3.8,3.8,,361,,4등급,2023,1515434
크라이슬러,짚 랭글러 스포츠,휘발유,자동,내연기관,승용차,8.2,7.5,9.1,205,,1995,5등급,2023,3012274
크라이슬러,짚 랭글러 사하라,휘발유,자동,내연기관,승용차,8,7.4,9.1,209,,1995,5등급,2023,3087581
크라이슬러,짚 랭글러 루비콘,휘발유,자동,내연기관,승용차,7.5,7.1,8.1,223,,1995,5등급,2023,3293420
크라이슬러,짚 랭글러 루비콘,휘발유,자동,내연기관,승용차,7.6,7.2,8.1,223,,1995,5등급,2023,3250086
벤츠,Mercedes-Benz C 300 4MATIC,휘발유,자동,하이브리드,승용차,11.1,9.7,13.3,154,,1999,4등급,2023,2225284
랜드로버,레인지로버 벨라 P400,휘발유,자동,하이브리드,승용차,8.9,8,10.4,190,,2996,5등급,2023,2775354
벤츠,Mercedes-AMG EQE 53 4MATIC +,전기,없음,전기,승용차,3.6,3.6,3.6,,390,,4등급,2023,1599625
벤츠,Mercedes-Benz EQS 450 4MATIC	,전기,없음,전기,승용차,4,4,3.9,,501,,4등급,2023,1439663
벤츠,Mercedes-Benz EQS 450 + 	,전기,없음,전기,승용차,4.2,4.1,4.2,,529,,3등급,2023,1371107
벤츠,Mercedes-Maybach S 680,휘발유,자동,내연기관,승용차,6,4.9,8.2,295,,5980,5등급,2023,4116775
벤츠,Mercedes-Benz S 450 d 4MATIC 	,경유,자동,하이브리드,승용차,12.6,11.1,15.3,152,,2989,3등급,2023,1788917
볼보,볼보 C40 Recharge Twin,전기,없음,전기,승용차,4.6,5,4.2,,407,,3등급,2023,1251880
BMW,BMW i7 eDrive50,전기,없음,전기,승용차,3.8,3.7,4,,455,,4등급,2023,1515434
BMW,BMW i5 eDrive40,전기,없음,전기,승용차,4.1,4.1,4,,384,,4등급,2023,1404549
BMW,BMW 523d xDrive,경유,자동,하이브리드,승용차,13.8,12.7,15.4,138,,1995,2등급,2023,1633359
BMW,BMW 523d,경유,자동,하이브리드,승용차,14.7,13.5,16.5,128,,1995,2등급,2023,1533357
기아,쏘렌토(PE) 1.6T-GDI HEV 2WD 5인 17인치(빌트인캠),휘발유,자동,하이브리드,승용차,15.3,15.8,14.7,105,,1598,2등급,2023,1614422
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 5인 17인치,휘발유,자동,하이브리드,승용차,15.7,16.6,14.6,102,,1598,2등급,2023,1573290
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 6인 17인치,휘발유,자동,하이브리드,승용차,13.8,14,13.4,118,,1598,2등급,2023,1789902
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 5인 17인치,휘발유,자동,하이브리드,승용차,13.8,14,13.4,118,,1598,2등급,2023,1789902
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 7인 17인치,휘발유,자동,하이브리드,승용차,13.8,14,13.4,118,,1598,2등급,2023,1789902
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 5인 18인치,휘발유,자동,하이브리드,승용차,13.8,14,13.4,118,,1598,2등급,2023,1789902
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 6인 18인치,휘발유,자동,하이브리드,승용차,13.8,14,13.4,118,,1598,2등급,2023,1789902
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 6인 17인치,휘발유,자동,하이브리드,승용차,14.8,15.2,14.3,109,,1598,2등급,2023,1668963
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 6인 18인치,휘발유,자동,하이브리드,승용차,14.8,15.2,14.3,109,,1598,2등급,2023,1668963
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 7인 17인치,휘발유,자동,하이브리드,승용차,14.8,15.2,14.3,109,,1598,2등급,2023,1668963
기아,쏘렌토(PE) 1.6T-GDI HEV 2WD 5인 18인치(빌트인캠),휘발유,자동,하이브리드,승용차,15.3,15.8,14.7,105,,1598,2등급,2023,1614422
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 5인 18인치,휘발유,자동,하이브리드,승용차,15.7,16.6,14.6,102,,1598,2등급,2023,1573290
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 4WD 7인 18인치,휘발유,자동,하이브리드,승용차,13.8,14,13.4,118,,1598,2등급,2023,1789902
기아,쏘렌토(PE) 1.6T-GDI 하이브리드 2WD 7인 18인치,휘발유,자동,하이브리드,승용차,14.8,15.2,14.3,109,,1598,2등급,2023,1668963
벤츠,Mercedes-Maybach S 580(5seater),휘발유,자동,하이브리드,승용차,8,6.8,10.1,219,,3982,5등급,2023,3087581
기아,쏘렌토(PE) 2.2디젤 2WD 6인 18인치(빌트인캠),경유,자동,내연기관,승용차,13.7,12.1,16.5,139,,2151,3등급,2023,1645281
기아,쏘렌토(PE) 2.2디젤 2WD 6인 18인치,경유,자동,내연기관,승용차,13.9,12.3,16.7,137,,2151,2등급,2023,1621608
기아,쏘렌토(PE) 2.2디젤 4WD 5인 18인치(빌트인캠),경유,자동,내연기관,승용차,13.1,11.5,15.6,146,,2151,3등급,2023,1720637
기아,쏘렌토(PE) 2.2디젤 4WD 6인 18인치(빌트인캠),경유,자동,내연기관,승용차,13.1,11.5,15.6,146,,2151,3등급,2023,1720637
기아,쏘렌토(PE) 2.2디젤 4WD 5인 18인치,경유,자동,내연기관,승용차,13.3,11.8,15.8,143,,2151,3등급,2023,1694763
기아,쏘렌토(PE) 2.2디젤 4WD 6인 18인치,경유,자동,내연기관,승용차,13.3,11.8,15.8,143,,2151,3등급,2023,1694763
기아,쏘렌토(PE) 2.2디젤 4WD 5인 20인치,경유,자동,내연기관,승용차,12.6,11.4,14.6,152,,2151,3등급,2023,1788917
기아,쏘렌토(PE) 2.2디젤 4WD 6인 20인치,경유,자동,내연기관,승용차,12.6,11.4,14.6,152,,2151,3등급,2023,1788917
기아,쏘렌토(PE) 2.2디젤 2WD 5인 20인치,경유,자동,내연기관,승용차,13.2,11.7,15.8,144,,2151,3등급,2023,1707602
기아,쏘렌토(PE) 2.2디젤 2WD 6인 20인치,경유,자동,내연기관,승용차,13.2,11.7,15.8,144,,2151,3등급,2023,1707602
기아,쏘렌토(PE) 2.2디젤 2WD 5인 18인치(빌트인캠),경유,자동,내연기관,승용차,14,12.4,16.8,135,,2151,2등급,2023,1610025
기아,쏘렌토(PE) 2.2디젤 2WD 5인 18인치,경유,자동,내연기관,승용차,14.3,12.7,17,132,,2151,2등급,2023,1576248
기아,쏘렌토(PE) 2.2디젤 2WD 7인 18인치(빌트인캠),경유,자동,내연기관,승용차,13.7,12.1,16.5,139,,2151,3등급,2023,1645281
기아,쏘렌토(PE) 2.2디젤 2WD 7인 18인치,경유,자동,내연기관,승용차,13.9,12.3,16.7,137,,2151,2등급,2023,1621608
현대,싼타페(MX5) 2.5T-GDI 2WD 6/7인 20인치타이어,휘발유,자동,내연기관,승용차,10,8.8,12,168,,2497,4등급,2023,2470065
현대,싼타페(MX5) 2.5T-GDI AWD 7인 20인치타이어,휘발유,자동,내연기관,승용차,9.4,8.2,11.3,181,,2497,4등급,2023,2627729
현대,싼타페(MX5) 2.5T-GDI AWD 5/6인 20인치타이어,휘발유,자동,내연기관,승용차,9.7,8.5,11.6,175,,2497,4등급,2023,2546459
기아,쏘렌토(PE) 2.2디젤 4WD 7인 18인치(빌트인캠),경유,자동,내연기관,승용차,13.1,11.5,15.6,146,,2151,3등급,2023,1720637
기아,쏘렌토(PE) 2.2디젤 4WD 7인 18인치,경유,자동,내연기관,승용차,13.3,11.8,15.8,143,,2151,3등급,2023,1694763
기아,쏘렌토(PE) 2.2디젤 4WD 7인 20인치,경유,자동,내연기관,승용차,12.6,11.4,14.6,152,,2151,3등급,2023,1788917
기아,쏘렌토(PE) 2.2디젤 2WD 7인 20인치,경유,자동,내연기관,승용차,13.2,11.7,15.8,144,,2151,3등급,2023,1707602
벤츠,Mercedes-Maybach S 580,휘발유,자동,하이브리드,승용차,8,6.8,10.1,219,,3982,5등급,2023,3087581
벤츠,Mercedes-Benz S 580 4MATIC	,휘발유,자동,하이브리드,승용차,8,6.9,10,218,,3982,5등급,2023,3087581
현대,아이오닉5 N,전기,없음,전기,승용차,3.7,4,3.4,,351,,4등급,2023,1556392
현대,싼타페(MX5) 2.5T-GDI 2WD 7인 18인치(빌트인캠),휘발유,자동,내연기관,승용차,10.4,9.1,12.8,162,,2497,4등급,2023,2375063
현대,싼타페(MX5) 2.5T-GDI 2WD 5/6/7인 21인치타이어,휘발유,자동,내연기관,승용차,10,8.8,12,168,,2497,4등급,2023,2470065
현대,싼타페(MX5) 2.5T-GDI 2WD 5인 20인치타이어,휘발유,자동,내연기관,승용차,10.4,9.2,12.5,162,,2497,4등급,2023,2375063
현대,싼타페(MX5) 2.5T-GDI 2WD 7인 18인치타이어,휘발유,자동,내연기관,승용차,10.6,9.3,12.9,158,,2497,4등급,2023,2330250
현대,싼타페(MX5) 2.5T-GDI 2WD 5/6인 18인치(빌트인캠),휘발유,자동,내연기관,승용차,10.8,9.4,13.2,156,,2497,4등급,2023,2287097
현대,싼타페(MX5) 2.5T-GDI 2WD 5/6인 18인치타이어,휘발유,자동,내연기관,승용차,11,9.6,13.4,152,,2497,4등급,2023,2245514
현대,싼타페(MX5) 2.5T-GDI AWD 6/7인 21인치타이어,휘발유,자동,내연기관,승용차,9.4,8.2,11.3,181,,2497,4등급,2023,2627729
현대,싼타페(MX5) 2.5T-GDI AWD 5인 21인치타이어,휘발유,자동,내연기관,승용차,9.7,8.5,11.6,175,,2497,4등급,2023,2546459
현대,싼타페(MX5) 2.5T-GDI AWD 5/6/7인 18인치타이어,휘발유,자동,내연기관,승용차,10.1,8.8,12.2,168,,2497,4등급,2023,2445609
폴스타,Polestar 2 Long Range Dual Motor,전기,없음,전기,승용차,4.3,4.5,4,,379,,3등급,2023,1339221
기아,쏘렌토(PE) 2.5T-GDI 4WD 5인 20인치,휘발유,자동,내연기관,승용차,9.3,8.3,10.8,182,,2497,5등급,2023,2655984
기아,쏘렌토(PE) 2.5T-GDI 4WD 6인 20인치,휘발유,자동,내연기관,승용차,9.3,8.3,10.8,182,,2497,5등급,2023,2655984
기아,쏘렌토(PE) 2.5T-GDI 4WD 6인 18인치,휘발유,자동,내연기관,승용차,9.8,8.7,11.7,172,,2497,4등급,2023,2520474
기아,쏘렌토(PE) 2.5T-GDI 2WD 6인 18인치,휘발유,자동,내연기관,승용차,10.8,9.4,13,156,,2497,4등급,2023,2287097
기아,쏘렌토(PE) 2.5T-GDI 2WD 7인 18인치,휘발유,자동,내연기관,승용차,10.8,9.4,13,156,,2497,4등급,2023,2287097
기아,쏘렌토(PE) 2.5T-GDI 2WD 6인 18인치(빌트인캠),휘발유,자동,내연기관,승용차,10.6,9.3,12.8,158,,2497,4등급,2023,2330250
기아,쏘렌토(PE) 2.5T-GDI 2WD 7인 18인치(빌트인캠),휘발유,자동,내연기관,승용차,10.6,9.3,12.8,158,,2497,4등급,2023,2330250
기아,쏘렌토(PE) 2.5T-GDI 2WD 5인 20인치,휘발유,자동,내연기관,승용차,10.1,9,11.8,166,,2497,4등급,2023,2445609
기아,쏘렌토(PE) 2.5T-GDI 2WD 6인 20인치,휘발유,자동,내연기관,승용차,10.1,9,11.8,166,,2497,4등급,2023,2445609
기아,쏘렌토(PE) 2.5T-GDI 4WD 5인 18인치,휘발유,자동,내연기관,승용차,9.9,8.8,11.8,170,,2497,4등급,2023,2495015
기아,쏘렌토(PE) 2.5T-GDI 4WD 7인 20인치,휘발유,자동,내연기관,승용차,9.3,8.3,10.8,182,,2497,5등급,2023,2655984
기아,쏘렌토(PE) 2.5T-GDI 4WD 7인 18인치,휘발유,자동,내연기관,승용차,9.8,8.7,11.7,172,,2497,4등급,2023,2520474
기아,쏘렌토(PE) 2.5T-GDI 2WD 7인 20인치,휘발유,자동,내연기관,승용차,10.1,9,11.8,166,,2497,4등급,2023,2445609
기아,쏘렌토(PE) 2.5T-GDI 2WD 5인 18인치,휘발유,자동,내연기관,승용차,10.8,9.4,13,156,,2497,4등급,2023,2287097
기아,쏘렌토(PE) 2.5T-GDI 2WD 5인 18인치(빌트인캠),휘발유,자동,내연기관,승용차,10.6,9.3,12.8,158,,2497,4등급,2023,2330250
혼다,ACCORD HYBRID,휘발유,CVT,하이브리드,승용차,18.1,18.7,17.4,87,,1993,1등급,2024,1364677
기아,레이 EV 밴 1인승,전기,없음,전기,승용차,5.1,6,4.4,,205,,2등급,2023,1129147
기아,레이 EV 밴 2인승,전기,없음,전기,승용차,5.1,6,4.4,,205,,2등급,2023,1129147
벤츠,Mercedes-Benz S 500 4MATIC 	,휘발유,자동,하이브리드,승용차,9.1,8,10.9,190,,2999,5등급,2023,2714357
토요타,토요타 Alphard Hybrid,휘발유,CVT,하이브리드,승용차,13.5,14.3,12.7,120,,2487,3등급,2023,1829678
아우디,A8 L 50 TDI quattro,경유,자동,하이브리드,승용차,10.8,9.3,13.5,180,,2967,4등급,2024,2087069
아우디,A8 50 TDI quattro,경유,자동,하이브리드,승용차,11.6,10.1,14.2,167,,2967,3등급,2024,1943134
기아,레이 EV,전기,없음,전기,승용차,5.1,6,4.4,,205,,2등급,2023,1129147
한국지엠,GMC Sierra ,휘발유,자동,내연기관,화물차,6.6,5.9,7.8,262,,6162,5등급,2023,3742523
폴스타,Polestar 2 Long Range Single Motor,전기,없음,전기,승용차,5.1,5.5,4.6,,449,,2등급,2023,1129147
현대,GV70 2.5T-GDI AWD 21인치(24MY),휘발유,자동,내연기관,승용차,9.2,8.2,10.7,186,,2497,5등급,2023,2684853
현대,GV70 2.5T-GDI AWD 21인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,9.2,8.2,10.7,186,,2497,5등급,2023,2684853
현대,GV70 2.5T-GDI AWD 19인치(24MY),휘발유,자동,내연기관,승용차,9.7,8.5,11.5,176,,2497,4등급,2023,2546459
현대,GV70 2.5T-GDI AWD 19인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,9.7,8.5,11.5,176,,2497,4등급,2023,2546459
현대,GV70 2.5T-GDI AWD 18인치(빌트인캠)(24MY),휘발유,자동,내연기관,승용차,9.7,8.6,11.4,176,,2497,4등급,2023,2546459
현대,GV70 2.5T-GDI AWD 18인치(24MY),휘발유,자동,내연기관,승용차,9.8,8.7,11.5,174,,2497,4등급,2023,2520474
현대,GV70 2.5T-GDI 2WD 21인치(24MY),휘발유,자동,내연기관,승용차,9.8,8.8,11.3,173,,2497,4등급,2023,2520474
현대,GV70 2.5T-GDI 2WD 21인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,9.8,8.8,11.3,173,,2497,4등급,2023,2520474
현대,GV70 2.5T-GDI 2WD 19인치(24MY),휘발유,자동,내연기관,승용차,10,8.9,11.6,170,,2497,4등급,2023,2470065
현대,GV70 2.5T-GDI 2WD 19인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,10,8.9,11.6,170,,2497,4등급,2023,2470065
현대,GV70 2.5T-GDI 2WD 18인치(빌트인캠)(24MY),휘발유,자동,내연기관,승용차,10.6,9.4,12.4,160,,2497,4등급,2023,2330250
현대,GV70 2.5T-GDI 2WD 18인치(24MY),휘발유,자동,내연기관,승용차,10.7,9.6,12.4,158,,2497,4등급,2023,2308472
현대,GV70 3.5T-GDI AWD 21인치[썸머](스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,8.2,7.2,9.7,210,,3470,5등급,2023,3012274
현대,GV70 3.5T-GDI AWD 21인치(24MY),휘발유,자동,내연기관,승용차,8.3,7.3,9.9,207,,3470,5등급,2023,2975982
현대,GV70 3.5T-GDI AWD 21인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,8.3,7.3,9.9,207,,3470,5등급,2023,2975982
현대,GV70 3.5T-GDI AWD 19인치(빌트인캠)(24MY),휘발유,자동,내연기관,승용차,8.5,7.4,10.2,202,,3470,5등급,2023,2905959
현대,GV70 3.5T-GDI AWD 19인치(24MY),휘발유,자동,내연기관,승용차,8.6,7.5,10.3,200,,3470,5등급,2023,2872169
벤츠,Mercedes-Benz S 450 4MATIC	,휘발유,자동,하이브리드,승용차,9.6,8.4,11.6,180,,2999,4등급,2023,2572984
현대,GV70 2.2디젤 2WD 21인치(24MY),경유,자동,내연기관,승용차,12.6,11.6,14.2,151,,2151,3등급,2023,1788917
현대,GV70 2.2디젤 2WD 21인치 (스포츠패키지)(24MY),경유,자동,내연기관,승용차,12.6,11.6,14.2,151,,2151,3등급,2023,1788917
현대,GV70 2.2디젤 2WD 19인치(24MY),경유,자동,내연기관,승용차,13.2,12,15,144,,2151,3등급,2023,1707602
주식회사 한국쓰리축,한국쓰리축1톤롱바디EV트럭(포터),전기,없음,전기,화물차,2.8,3.2,2.4,,185,,5등급,2023,2056661
혼다,ACCORD HYBRID,휘발유,CVT,하이브리드,승용차,16.7,17,16.2,95,,1993,1등급,2024,1479081
현대,GV70 2.2디젤 2WD 19인치 (스포츠패키지)(24MY),경유,자동,내연기관,승용차,13.2,12,15,144,,2151,3등급,2023,1707602
현대,GV70 2.2디젤 2WD 18인치 (빌트인캠)(24MY),경유,자동,내연기관,승용차,13.5,12.2,15.5,141,,2151,3등급,2023,1669656
지리쓰촨상용차 유한회사,SE-A2밴,전기,없음,전기,화물차,3.8,4.3,3.4,,184,,4등급,2023,1515434
현대,GV70 2.2디젤 2WD 18인치(24MY),경유,자동,내연기관,승용차,13.6,12.4,15.5,140,,2151,3등급,2023,1657379
현대,GV70 2.2디젤 AWD 21인치(24MY),경유,자동,내연기관,승용차,12,11,13.6,160,,2151,3등급,2023,1878363
현대,GV70 2.2디젤 AWD 21인치 (스포츠패키지)(24MY),경유,자동,내연기관,승용차,12,11,13.6,160,,2151,3등급,2023,1878363
현대,GV70 2.2디젤 AWD 19인치 (24MY),경유,자동,내연기관,승용차,12.2,11.1,14,157,,2151,3등급,2023,1847570
현대,GV70 2.2디젤 AWD 19인치 (스포츠패키지)(24MY),경유,자동,내연기관,승용차,12.2,11.1,14,157,,2151,3등급,2023,1847570
현대,GV70 2.2디젤 AWD 18인치(빌트인캠)(24MY),경유,자동,내연기관,승용차,12.8,11.5,14.8,150,,2151,3등급,2023,1760965
현대,GV70 2.2디젤 AWD 18인치(24MY),경유,자동,내연기관,승용차,12.9,11.5,15,149,,2151,3등급,2023,1747314
아우디,Q4 Sportback 40 e-tron,전기,없음,전기,승용차,4.8,5.1,4.4,,409,,3등급,2023,1199719
아우디,Q4 40 e-tron,전기,없음,전기,승용차,4.7,5,4.3,,411,,3등급,2023,1225245
아우디,SQ8 Sportback e-tron,전기,없음,전기,승용차,2.6,2.5,2.6,,303,,5등급,2024,2214865
벤츠,Mercedes-Benz EQE350 4MATIC SUV,전기,없음,전기,승용차,3.9,4,3.7,,404,,4등급,2023,1476577
기아,모닝(JA PE2)_1.0가솔린_14인치타이어_밴형,휘발유,자동,내연기관,승용차,15.1,13.8,16.9,108,,998,경형,2023,1635805
기아,모닝(JA PE2)_1.0가솔린_14인치타이어,휘발유,자동,내연기관,승용차,15.1,13.8,16.9,108,,998,경형,2023,1635805
기아,모닝(JA PE2)_1.0가솔린_16인치타이어,휘발유,자동,내연기관,승용차,14.7,13.5,16.3,112,,998,경형,2023,1680316
기아,스포티지 2.0 LPI 19인치_24MY,LPG,자동,내연기관,승용차,9,8.1,10.2,146,,1999,5등급,2023,1658750
기아,스포티지 2.0 LPI 19인치 (빌트인캠) _24MY,LPG,자동,내연기관,승용차,8.8,8,9.9,149,,1999,5등급,2023,1696449
기아,스포티지 2.0 LPI 18인치_24MY,LPG,자동,내연기관,승용차,9.1,8.2,10.3,144,,1999,5등급,2023,1640522
기아,스포티지 2.0 LPI 18인치 (빌트인캠) _24MY,LPG,자동,내연기관,승용차,8.9,8.1,10,147,,1999,5등급,2023,1677388
기아,스포티지 2.0 LPI 17인치_24MY,LPG,자동,내연기관,승용차,9.2,8.2,10.6,143,,1999,5등급,2023,1622690
기아,스포티지 2.0디젤 4WD 8AT 19인치 (빌트인캠)_24MY,경유,자동,내연기관,승용차,12.4,11.3,13.9,155,,1998,3등급,2023,1817770
기아,스포티지 2.0디젤 4WD 8AT 19인치_24MY,경유,자동,내연기관,승용차,12.5,11.5,13.9,154,,1998,3등급,2023,1803228
기아,스포티지 2.0디젤 4WD 8AT 18인치 (빌트인캠)_24MY,경유,자동,내연기관,승용차,12.8,11.6,14.5,150,,1998,3등급,2023,1760965
기아,스포티지 2.0디젤 4WD 8AT 18인치_24MY,경유,자동,내연기관,승용차,12.9,11.7,14.6,149,,1998,3등급,2023,1747314
기아,스포티지 2.0디젤 4WD 8AT 17인치_24MY,경유,자동,내연기관,승용차,12.9,11.7,14.6,149,,1998,3등급,2023,1747314
