날짜,평균_에너지소비효율_전체,평균_1회충전주행거리_전체(km),평균_충전지용량_전체(Ah),평균_에너지소비효율_상업용,평균_1회충전주행거리_상업용(km),평균_충전지용량_상업용(Ah),평균_에너지소비효율_비상업용,평균_1회충전주행거리_비상업용(km),평균_충전지용량_비상업용(Ah)
2022-02-21,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-02-22,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-02-23,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-02-24,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-02-25,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-02-26,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-02-27,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-02-28,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-03-01,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-03-02,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-03-03,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-03-04,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-03-05,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-03-06,4.57258064516129,343.19354838709677,159.86612903225813,2.3,125.0,159.0,4.546428571428572,369.82142857142856,165.70892857142857
2022-03-07,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-08,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-09,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-10,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-11,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-12,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-13,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-14,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-15,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-16,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-17,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-18,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-19,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-20,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-21,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-22,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-23,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-24,4.516901408450704,341.1267605633803,163.34788732394367,2.566666666666667,161.0,173.0,4.546031746031747,369.74603174603175,168.34444444444446
2022-03-25,4.460606060606061,351.469696969697,169.07121212121214,2.566666666666667,161.0,173.0,4.531147540983607,368.26229508196724,170.22459016393444
2022-03-26,4.460606060606061,351.469696969697,169.07121212121214,2.566666666666667,161.0,173.0,4.531147540983607,368.26229508196724,170.22459016393444
2022-03-27,4.460606060606061,351.469696969697,169.07121212121214,2.566666666666667,161.0,173.0,4.531147540983607,368.26229508196724,170.22459016393444
2022-03-28,4.460606060606061,351.469696969697,169.07121212121214,2.566666666666667,161.0,173.0,4.531147540983607,368.26229508196724,170.22459016393444
2022-03-29,4.460606060606061,351.469696969697,169.07121212121214,2.566666666666667,161.0,173.0,4.531147540983607,368.26229508196724,170.22459016393444
2022-03-30,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-03-31,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-01,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-02,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-03,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-04,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-05,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-06,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-07,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-08,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-09,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-10,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-11,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-12,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-13,4.49,345.675,160.56125000000003,2.82,165.8,163.6,4.586301369863013,364.041095890411,161.24520547945204
2022-04-14,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-15,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-16,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-17,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-18,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-19,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-20,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-21,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-22,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-23,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-24,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-25,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-26,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-27,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-28,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-29,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-04-30,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-05-01,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-05-02,4.481481481481482,343.28395061728395,160.1345679012346,2.983333333333333,163.5,157.33333333333334,4.586301369863013,364.041095890411,161.24520547945204
2022-05-03,4.461333333333334,339.0933333333333,158.83866666666668,2.983333333333333,163.5,157.33333333333334,4.5731343283582095,361.2089552238806,159.89402985074625
2022-05-04,4.461333333333334,339.0933333333333,158.83866666666668,2.983333333333333,163.5,157.33333333333334,4.5731343283582095,361.2089552238806,159.89402985074625
2022-05-05,4.461333333333334,339.0933333333333,158.83866666666668,2.983333333333333,163.5,157.33333333333334,4.5731343283582095,361.2089552238806,159.89402985074625
2022-05-06,4.461333333333334,339.0933333333333,158.83866666666668,2.983333333333333,163.5,157.33333333333334,4.5731343283582095,361.2089552238806,159.89402985074625
2022-05-07,4.461333333333334,339.0933333333333,158.83866666666668,2.983333333333333,163.5,157.33333333333334,4.5731343283582095,361.2089552238806,159.89402985074625
2022-05-08,4.461333333333334,339.0933333333333,158.83866666666668,2.983333333333333,163.5,157.33333333333334,4.5731343283582095,361.2089552238806,159.89402985074625
2022-05-09,4.461333333333334,339.0933333333333,158.83866666666668,2.983333333333333,163.5,157.33333333333334,4.5731343283582095,361.2089552238806,159.89402985074625
2022-05-10,4.461333333333334,339.0933333333333,158.83866666666668,2.983333333333333,163.5,157.33333333333334,4.5731343283582095,361.2089552238806,159.89402985074625
2022-05-11,4.461333333333334,339.0933333333333,158.83866666666668,2.983333333333333,163.5,157.33333333333334,4.5731343283582095,361.2089552238806,159.89402985074625
2022-05-12,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-13,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-14,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-15,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-16,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-17,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-18,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-19,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-20,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-21,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-22,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-23,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-24,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-25,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-26,4.472368421052632,339.9078947368421,159.12894736842108,2.983333333333333,163.5,157.33333333333334,4.583823529411766,361.79411764705884,160.20294117647057
2022-05-27,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-05-28,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-05-29,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-05-30,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-05-31,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-01,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-02,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-03,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-04,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-05,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-06,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-07,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-08,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-09,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-10,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-11,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-12,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-13,4.470886075949368,339.5822784810127,160.1746835443038,2.983333333333333,163.5,157.33333333333334,4.577464788732395,360.50704225352115,161.32112676056337
2022-06-14,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-15,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-16,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-17,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-18,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-19,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-20,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-21,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-22,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-23,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-24,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-25,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-26,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-27,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-28,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-29,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-06-30,4.3742857142857146,337.5285714285714,159.55142857142857,2.983333333333333,163.5,157.33333333333334,4.500000000000001,356.3968253968254,160.45396825396827
2022-07-01,4.337037037037036,335.5061728395062,164.7962962962963,3.1857142857142855,168.71428571428572,152.71428571428572,4.445833333333333,356.2638888888889,167.32638888888889
2022-07-02,4.337037037037036,335.5061728395062,164.7962962962963,3.1857142857142855,168.71428571428572,152.71428571428572,4.445833333333333,356.2638888888889,167.32638888888889
2022-07-03,4.337037037037036,335.5061728395062,164.7962962962963,3.1857142857142855,168.71428571428572,152.71428571428572,4.445833333333333,356.2638888888889,167.32638888888889
2022-07-04,4.337037037037036,335.5061728395062,164.7962962962963,3.1857142857142855,168.71428571428572,152.71428571428572,4.445833333333333,356.2638888888889,167.32638888888889
2022-07-05,4.337037037037036,335.5061728395062,164.7962962962963,3.1857142857142855,168.71428571428572,152.71428571428572,4.445833333333333,356.2638888888889,167.32638888888889
2022-07-06,4.337037037037036,335.5061728395062,164.7962962962963,3.1857142857142855,168.71428571428572,152.71428571428572,4.445833333333333,356.2638888888889,167.32638888888889
2022-07-07,4.337037037037036,335.5061728395062,164.7962962962963,3.1857142857142855,168.71428571428572,152.71428571428572,4.445833333333333,356.2638888888889,167.32638888888889
2022-07-08,4.337037037037036,335.5061728395062,164.7962962962963,3.1857142857142855,168.71428571428572,152.71428571428572,4.445833333333333,356.2638888888889,167.32638888888889
2022-07-09,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-10,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-11,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-12,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-13,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-14,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-15,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-16,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-17,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-18,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-19,4.273333333333333,327.7733333333333,169.084,3.1857142857142855,168.71428571428572,152.71428571428572,4.383333333333335,349.3636363636364,172.42878787878786
2022-07-20,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-21,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-22,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-23,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-24,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-25,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-26,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-27,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-28,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-29,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-30,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-07-31,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-01,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-02,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-03,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-04,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-05,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-06,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-07,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-08,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-09,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-10,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-11,4.250617283950617,330.8641975308642,173.7037037037037,3.211111111111111,168.22222222222223,152.5,4.37857142857143,356.3142857142857,178.07857142857137
2022-08-12,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-13,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-14,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-15,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-16,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-17,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-18,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-19,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-20,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-21,4.262666666666667,334.70666666666665,173.88799999999998,3.211111111111111,168.22222222222223,152.5,4.4046875,363.203125,178.7046875
2022-08-22,4.332530120481928,342.3734939759036,170.80481927710844,3.211111111111111,168.22222222222223,152.5,4.469444444444444,368.875,174.61527777777778
2022-08-23,4.332530120481928,342.3734939759036,170.80481927710844,3.211111111111111,168.22222222222223,152.5,4.469444444444444,368.875,174.61527777777778
2022-08-24,4.332530120481928,342.3734939759036,170.80481927710844,3.211111111111111,168.22222222222223,152.5,4.469444444444444,368.875,174.61527777777778
2022-08-25,4.332530120481928,342.3734939759036,170.80481927710844,3.211111111111111,168.22222222222223,152.5,4.469444444444444,368.875,174.61527777777778
2022-08-26,4.332530120481928,342.3734939759036,170.80481927710844,3.211111111111111,168.22222222222223,152.5,4.469444444444444,368.875,174.61527777777778
2022-08-27,4.332530120481928,342.3734939759036,170.80481927710844,3.211111111111111,168.22222222222223,152.5,4.469444444444444,368.875,174.61527777777778
2022-08-28,4.332530120481928,342.3734939759036,170.80481927710844,3.211111111111111,168.22222222222223,152.5,4.469444444444444,368.875,174.61527777777778
2022-08-29,4.332530120481928,342.3734939759036,170.80481927710844,3.211111111111111,168.22222222222223,152.5,4.469444444444444,368.875,174.61527777777778
2022-08-30,4.332530120481928,342.3734939759036,170.80481927710844,3.211111111111111,168.22222222222223,152.5,4.469444444444444,368.875,174.61527777777778
