시도,지역구분,보조금/승용(만원) (국비+지방비),보조금/초소형(만원) (국비+지방비),보조금/화물(만원) (국비+지방비),보조금/승합(만원) (국비+지방비),년도,차종,보조금/승용(만원) (국비+지방비+보급목표이행보조금등)
강원,홍천군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,횡성군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,영월군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,평창군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,정선군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,철원군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,화천군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,양구군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,인제군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,고성군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
강원,양양군,,,"초소형795  경형1,497  소형2,224",,2024,화물,
충북,청주시,,,"초소형901  경형1,182  소형2,267",,2024,화물,
충북,충주시,,,"초소형600  경형1,182  소형2,267",,2024,화물,
충북,제천시,,,"초소형901  경형1,182  소형2,267",,2024,화물,
충북,보은군,,,"초소형901  경형1,182  소형2,267",,2024,화물,
충북,옥천군,,,"초소형901  경형1,182  소형2,267",,2024,화물,
충북,증평군,,,"초소형901  경형1,182  소형2,267",,2024,화물,
충북,영동군,,,"초소형901  경형1,182  소형2,267",,2024,화물,
충북,진천군,,,"초소형901  경형1,182  소형2,267",,2024,화물,
충북,괴산군,,,"초소형901  경형1,182  소형2,267",,2024,화물,
충북,음성군,,,"초소형901  경형1,182  소형2,267",,2024,화물,
충북,단양군,,,"초소형961  경형1,245  소형2,399",,2024,화물,
충남,천안시,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,공주시,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,보령시,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,아산시,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,서산시,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,논산시,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,계룡시,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,당진시,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,금산군,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,부여군,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,서천군,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,청양군,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,홍성군,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,예산군,,,"초소형640  경형1,359  소형2,350",,2024,화물,
충남,태안군,,,"초소형640  경형1,359  소형2,350",,2024,화물,
전북,전주시,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,군산시,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,익산시,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,정읍시,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,남원시,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,김제시,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,완주군,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,진안군,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,무주군,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,장수군,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,임실군,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,순창군,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,고창군,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전북,부안군,,,"초소형650  경형1,280  소형2,372",,2024,화물,
전남,목포시,,,"소형2,100",,2024,화물,
전남,여수시,,,"초소형627  경형1,166  소형1,979",,2024,화물,
전남,순천시,,,"초소형636  경형1,253  소형2,100",,2024,화물,
전남,나주시,,,"초소형600  경형1,329  소형2,100",,2024,화물,
전남,광양시,,,"초소형665  경형1,324  소형2,200",,2024,화물,
전남,담양군,,,"초소형672  경형1,324  소형2,200",,2024,화물,
전남,곡성군,,,"초소형465  경형1,253  소형2,100",,2024,화물,
전남,구례군,,,"초소형665  경형1,526  소형2,200",,2024,화물,
전남,고흥군,,,"초소형665  경형1,477  소형2,150",,2024,화물,
전남,보성군,,,"초소형709  경형1,396  소형2,300",,2024,화물,
전남,화순군,,,"초소형695  경형1,526  소형2,200",,2024,화물,
전남,장흥군,,,"초소형654  경형1,289  소형2,150",,2024,화물,
전남,강진군,,,"초소형670  경형1,324  소형2,200",,2024,화물,
전남,해남군,,,"초소형800  경형1,319  소형2,200",,2024,화물,
전남,영암군,,,"초소형672  경형1,324  소형2,200",,2024,화물,
전남,무안군,,,"초소형641  경형1,526  소형2,200",,2024,화물,
전남,함평군,,,"초소형678  경형1,477  소형2,300",,2024,화물,
전남,영광군,,,"초소형765  경형1,379  소형2,200",,2024,화물,
전남,장성군,,,"초소형590  경형1,280  소형1,950",,2024,화물,
전남,완도군,,,"초소형636  경형1,253  소형2,100",,2024,화물,
전남,진도군,,,"초소형725  경형1,526  소형2,200",,2024,화물,
전남,신안군,,,"초소형765  경형1,379  소형2,200",,2024,화물,
경북,포항시,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,경주시,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,김천시,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,안동시,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,구미시,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,영주시,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,영천시,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,상주시,,,"초소형769  경형1,379  소형2,240",,2024,화물,
경북,문경시,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,경산시,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,의성군,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,청송군,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,영양군,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,영덕군,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,청도군,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,고령군,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,성주군,,,"초소형618  경형1,379  소형2,241",,2024,화물,
경북,칠곡군,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,예천군,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,봉화군,,,"초소형618  경형1,379  소형2,239",,2024,화물,
경북,울진군,,,"초소형618  경형1,379  소형2,240",,2024,화물,
경북,울릉군,,,"초소형800  경형1,871  소형2,900",,2024,화물,
경남,창원시,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,진주시,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,통영시,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,사천시,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,김해시,,,"초소형660  경형1,182  소형2,010",,2024,화물,
경남,밀양시,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,거제시,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,양산시,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,의령군,,,"초소형600  경형1,182  소형2,050",,2024,화물,
경남,함안군,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,창녕군,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,고성군,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,남해군,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,하동군,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,산청군,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,함양군,,,"초소형600  경형1,182  소형2,010",,2024,화물,
경남,거창군,,,"초소형806  경형1,587  소형2,580",,2024,화물,
경남,합천군,,,"초소형500  경형1,521  소형2,480",,2024,화물,
제주,제주특별자치도,,,"초소형800  경형1,280  소형2,109",,2024,화물,
공단,한국환경공단,,,"초소형400  경형788  소형1,450",,2024,화물,
